assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_945859575.2,ilHerTari1.2,Herminia tarsipennalis,987440,2022-09-23,2022,,,,,,2025-01-26
GCA_964020975.1,waHerCaru1.1,Hermodice carunculata,259844,2024-03-31,2024,,,,,,2025-01-26
GCA_905404135.1,ilHesComm1.1,Hesperia comma,291688,2021-04-15,2021,,,,,,2025-01-26
GCA_023373885.1,ASM2337388v1,Hestina assimilis,378390,2022-05-16,2022,,,,,,2025-01-26
GCA_037158775.1,HetTit1.0.p,Hetaerina titia,62019,2024-03-14,2024,,,,,,2025-01-26
GCA_964263325.1,xbHetSqua3.1,Heteranomia squamula,2793148,2024-09-15,2024,,,,,,2025-01-26
GCA_944470555.2,tdHetHame2.2,Heterobilharzia americana,39320,2022-09-20,2022,,,,,,2025-01-26
GCA_944319715.1,Naked mole-rat maternal,Heterocephalus glaber,10181,2022-07-01,2022,,,,,,2025-01-26
GCA_004148225.2,ASM414822v2,Heterodera glycines,51029,2021-07-20,2021,,,,,,2025-01-26
GCF_036365525.1,sHetFra1.hap1,Heterodontus francisci,7792,2024-02-06,2024,,,,,,2025-01-26
GCA_028571685.1,mHetBru1.pri,Heterohyrax brucei,77598,2023-02-10,2023,,,,,,2025-01-26
GCA_951394025.1,idHetRotu1.1,Heteromyza rotundicornis,2867252,2023-05-13,2023,,,,,,2025-01-26
GCA_011075105.1,BPBGC_Hatr_1.0,Heteronetta atricapilla,555264,2020-03-10,2020,,,,,,2025-01-26
GCF_032191835.1,APGP_CSIRO_Hbin_v1,Heteronotia binoei,13085,2023-09-29,2023,,,,,,2025-01-26
GCA_959613375.1,iyHetAmic1.1,Heteropelma amictum,494771,2023-07-23,2023,,,,,,2025-01-26
GCA_964036235.1,nxHetBact1.1,Heterorhabditis bacteriophora,37862,2024-05-12,2024,,,,,,2025-01-26
GCA_018136845.1,ASM1813684v1,Heterotis niloticus,91721,2021-04-26,2021,,,,,,2025-01-26
GCA_043790635.1,ASM4379063v1,Hexagrammos otakii,72450,2024-10-25,2024,,,,,,2025-01-26
GCA_023065765.1,ASM2306576v1,Hexaprotodon liberiensis,56798,2022-04-22,2022,,,,,,2025-01-26
GCA_031772345.1,ASM3177234v1,Himalopsyche anomala,2863128,2023-09-22,2023,,,,,,2025-01-26
GCA_964396745.1,ilHipFagi1.hap1.1,Hipparchia fagi,111910,2024-12-04,2024,,,,,,2025-01-26
GCA_964264285.1,ilHipGena1.hap1.1,Hipparchia genava,2505778,2024-09-15,2024,,,,,,2025-01-26
GCA_038048805.1,HipSbo_unMask_final.fa,Hipparchia sbordonii,2599364,2024-04-17,2024,,,,,,2025-01-26
GCA_933228805.2,ilHipSeme1.2,Hipparchia semele,111912,2022-10-25,2022,,,,,,2025-01-26
GCA_965112445.1,ilHipSyri1.hap1.1,Hipparchia syriaca,876061,2025-01-17,2025,,,,,,2025-01-26
GCA_018466805.1,ZJU1.0,Hippocampus abdominalis,109274,2021-05-25,2021,,,,,,2025-01-26
GCA_043880055.1,ASM4388005v1,Hippocampus trimaculatus,109291,2024-10-28,2024,,,,,,2025-01-26
GCF_025434085.1,ASM2543408v3,Hippocampus zosterae,109293,2022-09-29,2022,,,,,,2025-01-26
GCA_038502775.1,Hcon_USA_1,Hippodamia convergens,64696,2024-04-29,2024,,,,,,2025-01-26
GCA_046424425.1,ASM4642442v1,Hippodamia variegata,703264,2024-12-31,2024,,,,,,2025-01-26
GCF_009819705.1,fHipHip1.pri,Hippoglossus hippoglossus,8267,2019-12-31,2019,,,,,,2025-01-26
GCF_022539355.2,HSTE1.2,Hippoglossus stenolepis,195615,2022-03-10,2022,,,,,,2025-01-26
GCA_023065835.1,ASM2306583v1,Hippopotamus amphibius,9833,2022-04-22,2022,,,,,,2025-01-26
GCF_030028045.1,mHipAmp2.hap2,Hippopotamus amphibius kiboko,575201,2023-05-18,2023,,,,,,2025-01-26
GCA_031876335.1,mHipLar1.pri,Hipposideros larvatus,175524,2023-09-25,2023,,,,,,2025-01-26
GCA_949708635.1,idHirCame2.1,Hirtodrosophila cameraria,1262473,2023-03-24,2023,,,,,,2025-01-26
GCA_034509925.1,ASM3450992v1,Hirudinaria manillensis,1348078,2023-12-26,2023,,,,,,2025-01-26
GCA_040113095.1,ASM4011309v1,Hirudo nipponia,42736,2024-06-13,2024,,,,,,2025-01-26
GCA_040113125.1,ASM4011312v1,Hirudo tianjinensis,2870509,2024-06-14,2024,,,,,,2025-01-26
GCF_015227805.2,bHirRus1.pri.v3,Hirundo rustica,43150,2021-11-30,2021,,,,,,2025-01-26
GCA_947369225.1,ilHofPseu3.1,Hofmannophila pseudospretella,572861,2022-12-04,2022,,,,,,2025-01-26
GCA_963695495.1,icHolPlan1.1,Hololepta plana,290657,2023-12-12,2023,,,,,,2025-01-26
GCA_029531755.1,CAS_HOLleu_V1,Holothuria leucospilota,206669,2023-04-06,2023,,,,,,2025-01-26
GCA_964304565.2,ehHolSanc2.2,Holothuria sanctori,491806,2024-12-05,2024,,,,,,2025-01-26
GCA_037179385.1,gxtcmu_HoScra_1.0,Holothuria scabra,269548,2024-03-18,2024,,,,,,2025-01-26
GCA_023690525.1,ASM2369052v1,Holotrichia oblita,644536,2022-06-08,2022,,,,,,2025-01-26
GCF_021130785.1,UT_GWSS_2.1,Homalodisca vitripennis,197043,2022-01-26,2022,,,,,,2025-01-26
GCF_000001405.40,GRCh38.p14,Homo sapiens,9606,2022-02-03,2022,,,,,,2025-01-26
GCA_964340625.1,ilHomSinu1.hap1.1,Homoeosoma sinuella,2561392,2024-11-18,2024,,,,,,2025-01-26
GCF_029633855.1,fHopMal1.hap1,Hoplias malabaricus,27720,2024-06-25,2024,,,,,,2025-01-26
GCA_949774945.1,ilHopAmbi1.1,Hoplodrina ambigua,875924,2023-04-07,2023,,,,,,2025-01-26
GCA_949316365.1,ilHopBlan1.1,Hoplodrina blanda,987956,2023-03-10,2023,,,,,,2025-01-26
GCA_964261375.1,ilHopOcto1.1,Hoplodrina octogenaria,938192,2024-09-07,2024,,,,,,2025-01-26
GCA_964341575.1,ilHorTers1.hap1.1,Horisme tersata,986989,2024-11-29,2024,,,,,,2025-01-26
GCA_951804965.1,ilHorVita1.1,Horisme vitalbata,934869,2023-06-02,2023,,,,,,2025-01-26
GCA_017140985.1,hormaphis_cornu_26Sep2017_PoQx8,Hormaphis cornu,30177,2021-03-09,2021,,,,,,2025-01-26
GCA_020137815.1,UCSC_Hcal_v1,Hormiphora californensis,1403702,2021-10-05,2021,,,,,,2025-01-26
GCA_046056365.1,ASM4605636v1,Hucho bleekeri,633558,2024-12-17,2024,,,,,,2025-01-26
GCA_036884735.1,HHUS_1.1,Huso huso,61971,2024-03-01,2024,,,,,,2025-01-26
GCA_013339685.2,BIME_Hyas_1.3,Hyalomma asiaticum,266040,2020-06-16,2020,,,,,,2025-01-26
GCA_964662245.1,ilHyaCoen1.hap1.1,Hyalyris coeno,1406513,2025-01-02,2025,,,,,,2025-01-26
GCA_964007475.1,idHybCuli1.1,Hybos culiciformis,1262239,2024-03-19,2024,,,,,,2025-01-26
GCA_964215635.1,jhHydViri1.1,Hydra viridissima,6082,2024-08-27,2024,,,,,,2025-01-26
GCF_038396675.1,HydraT2T_AEP,Hydra vulgaris,6087,2024-04-02,2024,,,,,,2025-01-26
GCF_029227915.1,HSymV2.1,Hydractinia symbiolongicarpus,13093,2023-06-05,2023,,,,,,2025-01-26
GCA_914767645.1,ilHydMica1.1,Hydraecia micacea,214171,2021-09-16,2021,,,,,,2025-01-26
GCA_912999785.1,ilHydFurc1.1,Hydriomena furcata,104460,2021-08-18,2021,,,,,,2025-01-26
GCA_964270535.1,ilHydRube1.hap1.1,Hydriomena ruberata,934870,2024-09-29,2024,,,,,,2025-01-26
GCA_015741225.1,Hydrochoerus_hydrochaeris_HiC,Hydrochoerus hydrochaeris,10149,2020-12-04,2020,,,,,,2025-01-26
GCA_035084275.1,sHydCol1.hap2,Hydrolagus colliei,7873,2024-01-05,2024,,,,,,2025-01-26
GCA_019472885.1,HCur_v2,Hydrophis curtus,355685,2021-08-09,2021,,,,,,2025-01-26
GCA_019473425.1,HCya_v2,Hydrophis cyanocinctus,8686,2021-08-09,2021,,,,,,2025-01-26
GCA_033807585.1,HMAJ_1.0,Hydrophis major,355693,2023-11-21,2023,,,,,,2025-01-26
GCA_020226075.1,ASM2022607v1,Hydropotes inermis,9883,2021-10-05,2021,,,,,,2025-01-26
GCA_958296145.1,idHydCyrt1.1,Hydrotaea cyrtoneurina,559647,2023-07-06,2023,,,,,,2025-01-26
GCA_963513945.1,idHydDiab1.1,Hydrotaea diabolus,1816463,2023-09-28,2023,,,,,,2025-01-26
GCF_029499605.1,aHylSar1.hap1,Hyla sarda,327740,2023-04-07,2023,,,,,,2025-01-26
GCA_905147375.1,ilHylFasc1.1,Hylaea fasciaria,722673,2021-01-28,2021,,,,,,2025-01-26
GCF_026283585.1,UHH_iyHylVolc1.0_haploid,Hylaeus volcanicus,313075,2022-11-22,2022,,,,,,2025-01-26
GCA_023078785.2,ilHylEuph1_pri,Hyles euphorbiae,283855,2022-04-21,2022,,,,,,2025-01-26
GCA_009982885.2,myriam-sen2290-mb-hirise-a4l1o__03-26-2021,Hyles vespertilio,283848,2022-06-07,2022,,,,,,2025-01-26
GCA_046523875.1,ASM4652387v1,Hylesia metabus,1113239,2025-01-06,2025,,,,,,2025-01-26
GCA_021498465.1,ASM2149846v1,Hylobates pileatus,9589,2022-01-19,2022,,,,,,2025-01-26
GCA_023701765.1,ASM2370176v1,Hylyphantes graminicola,259057,2022-06-10,2022,,,,,,2025-01-26
GCA_019447015.1,UCB_Hboe_1.0,Hymenochirus boettgeri,247094,2021-08-05,2021,,,,,,2025-01-26
GCA_000469805.3,HMN_v3,Hymenolepis microstoma,85433,2019-03-07,2019,,,,,,2025-01-26
GCA_030762935.1,ASM3076293v1,Hymenopus coronatus,267205,2023-08-16,2023,,,,,,2025-01-26
GCF_030144855.1,sHypSab1.hap1,Hypanus sabinus,79690,2023-06-05,2023,,,,,,2025-01-26
GCA_964662265.1,ilQueQuer1.hap2.1,Hypaurotis quercus,116135,2025-01-02,2025,,,,,,2025-01-26
GCA_965112525.1,ilHypObsi1.hap1.1,Hypena obsitalis,1870000,2025-01-20,2025,,,,,,2025-01-26
GCA_905147285.1,ilHypProb1.1,Hypena proboscidalis,753189,2021-01-28,2021,,,,,,2025-01-26
GCA_949316085.1,ilHypScri1.1,Hypercompe scribonia,505957,2023-03-12,2023,,,,,,2025-01-26
GCF_040937935.1,aHypRig1.pri,Hyperolius riggenbachi,752182,2024-07-30,2024,,,,,,2025-01-26
GCA_949752795.1,mHypAmp2.1,Hyperoodon ampullatus,48744,2023-04-08,2023,,,,,,2025-01-26
GCA_949357725.1,fHypImm3.1,Hyperoplus immaculatus,1484357,2023-04-08,2023,,,,,,2025-01-26
GCA_026929865.2,TBG_H_lanceolatus_asm_v1.1,Hyperoplus lanceolatus,508657,2023-01-31,2023,,,,,,2025-01-26
GCA_964007245.1,ilHypAtoa1.1,Hypomecis atomaria,2876618,2024-03-18,2024,,,,,,2025-01-26
GCA_949316475.1,ilHypPunc1.1,Hypomecis punctinalis,439567,2023-04-07,2023,,,,,,2025-01-26
GCF_021917145.1,fHypTra1,Hypomesus transpacificus,137520,2022-02-04,2022,,,,,,2025-01-26
GCA_037950675.1,Hypophthalmichthys_molitrix_1.0,Hypophthalmichthys molitrix,13095,2024-04-04,2024,,,,,,2025-01-26
GCA_037950665.1,Hypophthalmichthys_nobilis_1.0,Hypophthalmichthys nobilis,7965,2024-04-04,2024,,,,,,2025-01-26
GCA_963921915.1,iyHypDolo1.1,Hyposoter dolosus,2884228,2024-02-09,2024,,,,,,2025-01-26
GCA_951799385.1,ilHypRect1.1,Hyppa rectilinea,987961,2023-05-27,2023,,,,,,2025-01-26
GCA_041146585.1,ASM4114658v1,Hypsibarbus vernayi,357531,2024-08-12,2024,,,,,,2025-01-26
GCA_937001555.2,ilHypCost1.2,Hypsopygia costalis,1101110,2022-09-22,2022,,,,,,2025-01-26
GCA_964019415.1,odIanBast1.1,Ianthella basta,375146,2024-03-29,2024,,,,,,2025-01-26
GCA_039619475.1,ASM3961947v1,Icerya purchasi,249532,2024-05-13,2024,,,,,,2025-01-26
GCA_917499995.1,iyIchXant1.1,Ichneumon xanthorius,2795680,2021-10-15,2021,,,,,,2025-01-26
GCA_033557465.1,NWPU_BC_v1,Ichthyophis bannanicus,8453,2023-11-14,2023,,,,,,2025-01-26
GCF_023375685.1,Billie_1.0,Ictalurus furcatus,66913,2022-06-02,2022,,,,,,2025-01-26
GCF_001660625.3,Coco_2.0,Ictalurus punctatus,7998,2022-10-20,2022,,,,,,2025-01-26
GCF_016881025.1,HiC_Itri_2,Ictidomys tridecemlineatus,43179,2021-02-17,2021,,,,,,2025-01-26
GCA_907269075.1,ilIdaAver1.1,Idaea aversata,104447,2021-05-19,2021,,,,,,2025-01-26
GCA_958496205.1,ilIdaBise2.1,Idaea biselata,104448,2023-07-18,2023,,,,,,2025-01-26
GCA_964341475.1,ilIdaDege1.hap1.1,Idaea degeneraria,190350,2024-11-28,2024,,,,,,2025-01-26
GCA_949358125.1,ilIdaDimi2.1,Idaea dimidiata,572776,2023-03-10,2023,,,,,,2025-01-26
GCA_951213275.1,ilIdaStra1.1,Idaea straminata,104449,2023-05-11,2023,,,,,,2025-01-26
GCA_964659525.1,ilIdaSubs1.hap1.1,Idaea subsericeata,1441563,2025-01-02,2025,,,,,,2025-01-26
GCA_964276605.1,ilIdaTrig2.1,Idaea trigeminata,1441566,2024-10-28,2024,,,,,,2025-01-26
GCA_043882065.1,ASM4388206v1,Ilisha elongata,365054,2024-10-28,2024,,,,,,2025-01-26
GCA_022702515.1,ASM2270251v1,Ilyophis sp. 1 JC-2022,2920201,2022-03-28,2022,,,,,,2025-01-26
GCA_022702525.1,ASM2270252v1,Ilyophis sp. 2 JC-2022,2920202,2022-03-28,2022,,,,,,2025-01-26
GCA_022702415.1,ASM2270241v1,Ilyophis sp. JC_2022_1,2919650,2022-03-28,2022,,,,,,2025-01-26
GCA_946894095.1,ilIncMasc1.2,Incurvaria masculella,101737,2022-09-23,2022,,,,,,2025-01-26
GCF_027791375.1,UM_Iind_1.1,Indicator indicator,1002788,2023-01-13,2023,,,,,,2025-01-26
GCA_036417435.1,mIniGeo1.hap1,Inia geoffrensis,9725,2024-02-06,2024,,,,,,2025-01-26
GCA_933534255.1,IP_504.v2_0,Iphiclides podalirius,110791,2022-05-03,2022,,,,,,2025-01-26
GCA_018691245.2,ASM1869124v2,Ips nitidus,432259,2022-06-07,2022,,,,,,2025-01-26
GCF_921293095.1,ioIscEleg1.1,Ischnura elegans,197161,2021-12-05,2021,,,,,,2025-01-26
GCA_964251815.1,ioIscSene1.hap1.1,Ischnura senegalensis,126660,2024-08-31,2024,,,,,,2025-01-26
GCA_963924025.1,iyIscInqu1.1,Ischnus inquisitorius,904094,2024-01-18,2024,,,,,,2025-01-26
GCA_945910005.1,ipIsoGram3.1,Isoperla grammatica,552050,2022-09-10,2022,,,,,,2025-01-26
GCA_964212065.1,jaIsoPali11.1,Isopora palifera,105615,2024-08-03,2024,,,,,,2025-01-26
GCA_964270575.1,ilIssLath1.hap1.1,Issoria lathonia,171587,2024-09-29,2024,,,,,,2025-01-26
GCA_016859345.1,ASM1685934v1,Istiophorus platypterus,13575,2021-02-12,2021,,,,,,2025-01-26
GCA_964662235.1,ilIthLich1.hap1.1,Ithomia lichyi,306007,2025-01-02,2025,,,,,,2025-01-26
GCA_964034905.1,iyItoMacu1.1,Itoplectis maculator,2776046,2024-04-27,2024,,,,,,2025-01-26
GCA_031841145.1,IscapMGN,Ixodes scapularis,6945,2023-09-29,2023,,,,,,2025-01-26
GCF_020740685.1,mJacJac1.mat.Y.cur,Jaculus jaculus,51337,2021-11-04,2021,,,,,,2025-01-26
GCA_964656515.1,ilJodLact2.hap2.1,Jodis lactearia,934874,2025-01-02,2025,,,,,,2025-01-26
GCA_964273755.1,ilJodPuta1.hap1.1,Jodis putata,104463,2024-10-05,2024,,,,,,2025-01-26
GCA_003829775.2,dark-eyed_junco_22Sep2020_assembly,Junco hyemalis,40217,2022-06-02,2022,,,,,,2025-01-26
GCA_029224185.1,ASM2922418v1,Karalla daura,334402,2023-03-16,2023,,,,,,2025-01-26
GCA_041053085.1,ASM4105308v1,Katsuwonus pelamis,8226,2024-08-05,2024,,,,,,2025-01-26
GCA_045014175.1,ASM4501417v1,Kerria lacca,473130,2024-11-18,2024,,,,,,2025-01-26
GCA_043790905.1,ASM4379090v1,Kibakoganea sinica,3161192,2024-10-25,2024,,,,,,2025-01-26
GCA_046237675.1,kiba_001,Kibakoganea tamdaoensis,3241133,2024-12-23,2024,,,,,,2025-01-26
GCA_964034765.1,kcau_genome_v1,Knipowitschia caucasica,637954,2024-05-04,2024,,,,,,2025-01-26
GCA_964056735.1,nxAllPara2.1,Koerneria pararmatus,3304976,2024-05-18,2024,,,,,,2025-01-26
GCF_026419965.1,mKogBre1 haplotype 1,Kogia breviceps,27615,2022-11-27,2022,,,,,,2025-01-26
GCA_964264435.1,ilKreTrap1.hap1.1,Kretania trappi,2505780,2024-09-18,2024,,,,,,2025-01-26
GCA_007896545.1,ASM789654v1,Kryptolebias hermaphroditus,1747188,2019-08-08,2019,,,,,,2025-01-26
GCF_001649575.2,ASM164957v2,Kryptolebias marmoratus,37003,2020-11-16,2020,,,,,,2025-01-26
GCA_964304625.1,jmKudNeot1.1,Kudoa neothunni,1134596,2024-11-06,2024,,,,,,2025-01-26
GCA_964211925.1,icKykRobo1.hap1.1,Kyklioacalles roboris,501664,2024-08-02,2024,,,,,,2025-01-26
GCF_022985175.1,IGBB_LRoh.1.0,Labeo rohita,84645,2022-04-19,2022,,,,,,2025-01-26
GCA_963082975.1,igLabMino1.1,Labia minor,146840,2023-08-09,2023,,,,,,2025-01-26
GCA_030710495.1,ASM3071049v1,Labroides dimidiatus,241309,2023-08-21,2023,,,,,,2025-01-26
GCF_963930695.1,fLabBer1.1,Labrus bergylta,56723,2024-01-31,2024,,,,,,2025-01-26
GCF_963584025.1,fLabMix1.1,Labrus mixtus,508554,2023-11-05,2023,,,,,,2025-01-26
GCA_950371165.1,ilLacOler1.1,Lacanobia oleracea,79499,2023-05-02,2023,,,,,,2025-01-26
GCA_947578705.1,ilLacWlai2.1,Lacanobia wlatinum,987426,2022-12-18,2022,,,,,,2025-01-26
GCF_009819535.1,rLacAgi1.pri,Lacerta agilis,80427,2019-12-31,2019,,,,,,2025-01-26
GCA_964417165.1,ilLaeRobo1.hap1.1,Laeosopis roboris,1107672,2024-12-05,2024,,,,,,2025-01-26
GCA_964662305.1,xbLaeCras1.1,Laevicardium crassum,429181,2025-01-02,2025,,,,,,2025-01-26
GCF_949774975.1,mLagAlb1.1,Lagenorhynchus albirostris,27610,2023-04-08,2023,,,,,,2025-01-26
GCA_039737535.1,Lrho_1.0,Lagodon rhomboides,50351,2024-05-22,2024,,,,,,2025-01-26
GCF_023343835.1,bLagMut1 primary,Lagopus muta,64668,2022-05-12,2022,,,,,,2025-01-26
GCA_028533205.1,Lagorchestes_hirsutus_HiC,Lagorchestes hirsutus,65632,2023-02-09,2023,,,,,,2025-01-26
GCA_947359425.1,icLagHirt1.1,Lagria hirta,296003,2022-12-03,2022,,,,,,2025-01-26
GCA_028534125.1,Lama_glama_HiC,Lama glama,9844,2023-02-09,2023,,,,,,2025-01-26
GCA_965112235.1,wsLamBarh1.1,Lamellibrachia barhami,53613,2025-01-23,2025,,,,,,2025-01-26
GCA_963662155.1,wsLamColu1.1,Lamellibrachia columna,53616,2023-12-06,2023,,,,,,2025-01-26
GCA_964198595.1,kcLamFluv1.1,Lampetra fluviatilis,7748,2024-07-13,2024,,,,,,2025-01-26
GCA_964656195.1,ilLamBoet1.hap1.1,Lampides boeticus,228011,2025-01-02,2025,,,,,,2025-01-26
GCF_029633865.1,fLamInc1.hap2,Lampris incognitus,2546036,2023-04-13,2023,,,,,,2025-01-26
GCA_948098915.1,ilLamSuff1.1,Lampropteryx suffumata,934945,2023-01-09,2023,,,,,,2025-01-26
GCA_015883425.2,CU_Lasu_v2,Lamprotornis superbus,245042,2022-03-24,2022,,,,,,2025-01-26
GCA_017141395.1,ASM1714139v1,Laodelphax striatellus,195883,2021-03-09,2021,,,,,,2025-01-26
GCA_905220505.1,ilLaoPopu1.1,Laothoe populi,522836,2021-02-16,2021,,,,,,2025-01-26
GCA_949316025.1,ilLapConi1.1,Lapara coniferarum,82619,2023-03-10,2023,,,,,,2025-01-26
GCA_964374235.1,ilLarMalv1.hap1.1,Larentia malvata,1870028,2024-11-29,2024,,,,,,2025-01-26
GCF_000972845.2,L_crocea_2.0,Larimichthys crocea,215358,2018-11-27,2018,,,,,,2025-01-26
GCA_040670005.1,ZAAS_Lpoly_2.0,Larimichthys polyactis,334908,2024-07-19,2024,,,,,,2025-01-26
GCA_964340895.1,qqLarCorn3.hap1.1,Larinioides cornutus,336591,2024-11-21,2024,,,,,,2025-01-26
GCA_964417175.1,bLarArg3.hap1.1,Larus argentatus,35669,2024-12-05,2024,,,,,,2025-01-26
GCA_963932225.1,bLarFus1.1,Larus fuscus,8915,2024-02-07,2024,,,,,,2025-01-26
GCA_964199755.1,bLarMic1.1,Larus michahellis,119627,2024-07-14,2024,,,,,,2025-01-26
GCA_964263865.1,ilLasQuer1.hap1.1,Lasiocampa quercus,151326,2024-09-15,2024,,,,,,2025-01-26
GCA_963966675.1,iyLasCalc2.1,Lasioglossum calceatum,88504,2024-02-24,2024,,,,,,2025-01-26
GCA_028455805.1,LFIG_v2.2.0,Lasioglossum figueresi,160208,2023-02-07,2023,,,,,,2025-01-26
GCA_916610255.1,iyLasLatv2.1,Lasioglossum lativentre,88531,2021-10-01,2021,,,,,,2025-01-26
GCA_028454225.1,LLEU_v2.2.0,Lasioglossum leucozonium,88532,2023-02-07,2023,,,,,,2025-01-26
GCA_028455605.1,LMAL_v2.2.0,Lasioglossum malachurum,88512,2023-02-07,2023,,,,,,2025-01-26
GCA_028455795.1,LMAR_v2.2.0,Lasioglossum marginatum,88513,2023-02-07,2023,,,,,,2025-01-26
GCA_916610235.2,iyLasMori1.2,Lasioglossum morio,88514,2022-01-24,2022,,,,,,2025-01-26
GCA_028455765.1,LOEN_v2.2.0,Lasioglossum oenotherae,88542,2023-02-07,2023,,,,,,2025-01-26
GCA_933228785.1,iyLasPaux1.1,Lasioglossum pauxillum,88516,2022-03-23,2022,,,,,,2025-01-26
GCA_028455595.1,LVIE_v2.2.0,Lasioglossum vierecki,88499,2023-02-07,2023,,,,,,2025-01-26
GCA_963971365.1,iyLasVill1.1,Lasioglossum villosulum,88523,2024-03-07,2024,,,,,,2025-01-26
GCA_028455615.1,LZEP_v2.2.0,Lasioglossum zephyrum,88500,2023-02-07,2023,,,,,,2025-01-26
GCA_964264045.1,ilLasMaer1.hap1.1,Lasiommata maera,111916,2024-09-15,2024,,,,,,2025-01-26
GCA_928268935.1,ilLasMege1.1,Lasiommata megera,111917,2022-02-01,2022,,,,,,2025-01-26
GCA_964656145.1,ilLasPara1.hap1.1,Lasiommata paramegaera,2494358,2025-01-02,2025,,,,,,2025-01-26
GCA_964261845.1,ilLasPetr1.hap1.1,Lasiommata petropolitana,111918,2024-09-12,2024,,,,,,2025-01-26
GCA_964261615.1,iyLasBrun3.1,Lasius brunneus,231984,2024-09-10,2024,,,,,,2025-01-26
GCA_949152495.1,iyLasFuli2.1,Lasius fuliginosus,231986,2023-04-08,2023,,,,,,2025-01-26
GCA_041902855.1,ASM4190285v1,Lasius niger,67767,2024-09-12,2024,,,,,,2025-01-26
GCA_963971435.1,iyLasPlat18.1,Lasius platythorax,488582,2024-03-07,2024,,,,,,2025-01-26
GCA_905147015.1,ilLasFlex1.1,Laspeyria flexula,938238,2021-01-28,2021,,,,,,2025-01-26
GCA_031216445.1,YSFRI_Lmacu_1.1,Lateolabrax maculatus,315492,2023-09-07,2023,,,,,,2025-01-26
GCF_001640805.2,TLL_Latcal_v3,Lates calcarifer,8187,2022-08-01,2022,,,,,,2025-01-26
GCF_037157495.1,bLatDis1.hap1,Lathamus discolor,678569,2024-03-15,2024,,,,,,2025-01-26
GCA_030157265.1,icLatOryz1.1,Latheticus oryzae,466960,2023-06-06,2023,,,,,,2025-01-26
GCA_949128165.1,ilLatStri6.1,Lathronympha strigana,1594361,2023-03-10,2023,,,,,,2025-01-26
GCF_037176945.1,fLatCha1.pri,Latimeria chalumnae,7897,2024-03-18,2024,,,,,,2025-01-26
GCA_030067965.1,ASM3006796v1,Latrodectus elegans,2857379,2023-06-05,2023,,,,,,2025-01-26
GCA_037975125.2,ASM3797512v2,Latrodectus hesperus,256737,2024-09-03,2024,,,,,,2025-01-26
GCA_040285375.1,ASM4028537v1,Laudakia wui,1816318,2024-06-25,2024,,,,,,2025-01-26
GCF_023078275.1,LegGlyc_1.1,Leguminivora glycinivorella,1035111,2022-04-22,2022,,,,,,2025-01-26
GCA_041146805.1,ASM4114680v1,Leiocassis longirostris,175787,2024-08-12,2024,,,,,,2025-01-26
GCA_933228885.1,icLeiSpin1.1,Leistus spinibarbis,878056,2022-03-23,2022,,,,,,2025-01-26
GCF_020740605.2,mLemCat1.pri,Lemur catta,9447,2021-11-04,2021,,,,,,2025-01-26
GCA_028533165.1,Leontopithecus_rosalia_HiC,Leontopithecus rosalia,30588,2023-02-09,2023,,,,,,2025-01-26
GCF_018350155.1,O.geoffroyi_Oge1_pat1.0,Leopardus geoffroyi,46844,2021-05-13,2021,,,,,,2025-01-26
GCA_963680855.1,qhLepNord3.1,Lepeophtheirus nordmannii,2742169,2023-12-11,2023,,,,,,2025-01-26
GCF_016086655.3,UVic_Lsal_1.2,Lepeophtheirus salmonis,72036,2020-12-16,2020,,,,,,2025-01-26
GCA_963971465.1,xpLepCine2.1,Lepidochitona cinerea,256056,2024-03-07,2024,,,,,,2025-01-26
GCA_964276635.1,qeLepCurv1.1,Lepidocyrtus curvicollis,707887,2024-10-28,2024,,,,,,2025-01-26
GCA_936440205.1,wpLepClav1.1,Lepidonotus clava,1210411,2022-05-03,2022,,,,,,2025-01-26
GCA_040581445.1,ASM4058144v1,Lepidosiren paradoxa,7883,2024-07-19,2024,,,,,,2025-01-26
GCF_040954835.1,fLepOcu1.hap2,Lepisosteus oculatus,7918,2024-08-01,2024,,,,,,2025-01-26
GCA_964036015.1,idLepBrev1.hap1.1,Leptarthrus brevirostris,468750,2024-05-10,2024,,,,,,2025-01-26
GCF_905404315.1,ilLepSina1.1,Leptidea sinapis,189913,2021-04-15,2021,,,,,,2025-01-26
GCA_024712935.1,ASM2471293v1,Leptinotarsa decemlineata,7539,2022-08-25,2022,,,,,,2025-01-26
GCA_039881065.1,Leptobotia_elongata_female,Leptobotia elongata,143403,2024-05-29,2024,,,,,,2025-01-26
GCA_018994145.1,ASM1899414v1,Leptobrachium ailaonicum,428466,2021-06-24,2021,,,,,,2025-01-26
GCA_009667805.1,ASM966780v1,Leptobrachium leishanense,445787,2019-11-19,2019,,,,,,2025-01-26
GCA_031893025.1,aLepFus1.hap1,Leptodactylus fuscus,238119,2023-09-26,2023,,,,,,2025-01-26
GCA_947310635.1,icLepHoch12.1,Leptodirus hochenwartii,2996356,2022-11-29,2022,,,,,,2025-01-26
GCA_963082835.1,idLepCyli1.1,Leptogaster cylindrica,468752,2023-08-09,2023,,,,,,2025-01-26
GCA_045410785.1,GL_inrae_Locc_v3,Leptoglossus occidentalis,236887,2024-11-27,2024,,,,,,2025-01-26
