assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_946800305.1,drMedArab1.1,Medicago arabica,70936,2022-09-15,2022,,,,,,2025-01-27
GCA_021442195.1,S.fallax v1.1,Sphagnum fallax,53036,2022-01-18,2022,,,,,,2025-01-27
GCA_021904315.1,S.magellanicum v1.1,Sphagnum magellanicum,128215,2022-02-08,2022,,,,,,2025-01-27
GCF_000002775.5,P.trichocarpa_v4.1,Populus trichocarpa,3694,2022-10-20,2022,,,,,,2025-01-27
GCA_026212465.1,ASM2621246v1,Amaranthus tricolor,29722,2022-11-18,2022,,,,,,2025-01-27
GCA_023078555.1,ASM2307855v1,Ulva prolifera,3117,2022-04-22,2022,,,,,,2025-01-27
GCA_944222845.1,aegilops_speltoides_cv_tivon,Aegilops speltoides subsp. speltoides,58531,2022-07-14,2022,,,,,,2025-01-27
GCA_026413675.1,ASM2641367v1,Populus pruinosa,492479,2022-11-27,2022,,,,,,2025-01-27
GCA_023091065.1,ASM2309106v1,Dianthus caryophyllus,3570,2022-05-12,2022,,,,,,2025-01-27
GCA_025688845.1,ASM2568884v1,Cucumis hystrix,396994,2022-10-14,2022,,,,,,2025-01-27
GCA_022539455.1,Dnobile,Dendrobium nobile,94219,2022-03-10,2022,,,,,,2025-01-27
GCA_022113865.1,ASM2211386v1,Chimonanthus praecox,13419,2022-02-10,2022,,,,,,2025-01-27
GCA_026229545.1,Patl_V1,Pistacia atlantica,434234,2022-11-18,2022,,,,,,2025-01-27
GCA_026586065.1,Dzin_1.0,Dioscorea zingiberensis,325984,2022-12-02,2022,,,,,,2025-01-27
GCA_022965805.1,ASM2296580v1,Primulina eburnea,1245227,2022-04-13,2022,,,,,,2025-01-27
GCA_024500155.1,ASM2450015v1,Chenopodium formosanum,1640932,2022-08-03,2022,,,,,,2025-01-27
GCA_021605205.1,ASM2160520v1,Aegilops longissima,4486,2022-01-26,2022,,,,,,2025-01-27
GCA_022530915.1,ASM2253091v1,Paspalum notatum,147272,2022-03-10,2022,,,,,,2025-01-27
GCA_946000715.1,VITVixKober5BB_v1.0,Vitis cinerea var. helleri x Vitis riparia,152274,2022-11-17,2022,,,,,,2025-01-27
GCA_026573395.1,P.vaginatum v3.1,Paspalum vaginatum,158149,2022-12-06,2022,,,,,,2025-01-27
GCA_021605185.1,ASM2160518v1,Aegilops searsii,4487,2022-01-26,2022,,,,,,2025-01-27
GCA_026401315.1,BYU_DyAmbr,Dysphania ambrosioides,330163,2022-11-27,2022,,,,,,2025-01-27
GCA_022559845.1,ASM2255984v1,Amorphophallus konjac,78372,2022-03-14,2022,,,,,,2025-01-27
GCA_025175245.1,Teosinte,Zea mays subsp. parviglumis,76912,2022-09-15,2022,,,,,,2025-01-27
GCA_025413875.1,RHMOLv1,Rhododendron molle,49168,2022-09-28,2022,,,,,,2025-01-27
GCA_027186245.1,ASM2718624v1,Coriaria nepalensis,79760,2022-12-21,2022,,,,,,2025-01-27
GCA_026545225.1,ASM2654522v1,Cornus controversa,60118,2022-12-02,2022,,,,,,2025-01-27
GCA_021764765.1,ASM2176476v1,Vicia sativa,3908,2022-02-03,2022,,,,,,2025-01-27
GCA_025594145.1,ASM2559414v1,Primulina tabacum,48773,2022-10-06,2022,,,,,,2025-01-27
GCA_026212405.1,ASM2621240v1,Petrea volubilis,41233,2022-11-18,2022,,,,,,2025-01-27
GCA_026929995.1,Peax403,Petunia axillaris subsp. axillaris,55889,2022-12-16,2022,,,,,,2025-01-27
GCA_021437245.1,ASM2143724v1,Aegilops speltoides,4573,2022-01-12,2022,,,,,,2025-01-27
GCA_026225825.1,Pint_V1,Pistacia integerrima,434235,2022-11-18,2022,,,,,,2025-01-27
GCA_026535395.1,Bagyolu genome,Pistacia vera,55513,2022-11-30,2022,,,,,,2025-01-27
GCA_946807835.1,drAilAlti1.1,Ailanthus altissimus,2768810,2022-09-20,2022,,,,,,2025-01-27
GCA_026929855.1,FRR_PoAnn_1.0,Poa annua,93036,2022-12-16,2022,,,,,,2025-01-27
GCA_022545495.1,ASM2254549v1,Chrysanthemum lavandulifolium,146996,2022-03-21,2022,,,,,,2025-01-27
GCA_023678885.1,GZUCM_PCab_1.0,Pogostemon cablin,28511,2022-06-08,2022,,,,,,2025-01-27
GCA_022496805.1,ASM2249680v1,Pohlia nutans,140635,2022-03-11,2022,,,,,,2025-01-27
GCA_023376185.1,v1,Cichorium endivia,114280,2022-05-18,2022,,,,,,2025-01-27
GCA_023525715.1,ASM2352571v1,Cichorium intybus,13427,2022-05-24,2022,,,,,,2025-01-27
GCA_934048045.1,dcPolAvic1.1,Polygonum aviculare,137693,2022-03-27,2022,,,,,,2025-01-27
GCA_945999865.1,VITVix110R_v1.0,Vitis cinerea var. helleri x Vitis rupestris,104324,2022-11-17,2022,,,,,,2025-01-27
GCA_022702705.1,VMJ,Papilionanthe hookeriana x Papilionanthe teres,420342,2022-03-28,2022,,,,,,2025-01-27
GCA_022606695.1,ASM2260669v1,Vaccinium macrocarpon,13750,2022-03-18,2022,,,,,,2025-01-27
GCA_021442155.1,ASM2144215v1,Cymbidium sinense,112615,2022-01-12,2022,,,,,,2025-01-27
GCA_026545765.1,Plantago_major_Chr,Plantago major,29818,2022-12-02,2022,,,,,,2025-01-27
GCA_023213395.1,ASM2321339v1,Cycas panzhihuaensis,123604,2022-05-12,2022,,,,,,2025-01-27
GCA_023065735.1,IRD_Cohum_1.0,Coffea humblotiana,59211,2022-04-22,2022,,,,,,2025-01-27
GCA_021641835.1,ASM2164183v1,Aegilops sharonensis,58530,2022-01-26,2022,,,,,,2025-01-27
GCA_025174585.1,FF25_Vum_1,Vigna umbellata,87088,2022-09-14,2022,,,,,,2025-01-27
GCA_024086825.1,ASM2408682v1,Abrus pulchellus subsp. cantoniensis,858909,2022-07-06,2022,,,,,,2025-01-27
GCA_014529385.2,ASM1452938v2,Adiantum capillus-veneris,13818,2022-07-05,2022,,,,,,2025-01-27
GCA_024454175.1,ASM2445417v1,Actinidia deliciosa,3627,2022-08-01,2022,,,,,,2025-01-27
GCA_025594385.1,ASM2559438v1,Acer negundo,4023,2022-10-06,2022,,,,,,2025-01-27
GCA_024505715.1,ASM2450571v1,Catharanthus roseus,4058,2022-08-02,2022,,,,,,2025-01-27
GCA_022644695.1,ASM2264469v1,Cenchrus purpureus,154765,2022-03-21,2022,,,,,,2025-01-27
GCA_026401125.1,ASM2640112v1,Vigna unguiculata subsp. sesquipedalis,138955,2022-11-27,2022,,,,,,2025-01-27
GCA_947179395.2,daPulDyse1.2,Pulicaria dysenterica,56535,2022-12-06,2022,,,,,,2025-01-27
GCA_021527575.1,ASM2152757v1,Ensete glaucum,482298,2022-01-20,2022,,,,,,2025-01-27
GCA_026873135.1,E.urophylla_SAP_FK118_maternal_v01,Eucalyptus urophylla,99020,2022-12-16,2022,,,,,,2025-01-27
GCA_946814005.1,drChaAngu1.1,Chamaenerion angustifolium,13055,2022-09-15,2022,,,,,,2025-01-27
GCA_022557335.1,ASM2255733v1,Vitis rotundifolia,103349,2022-03-13,2022,,,,,,2025-01-27
GCA_025177575.1,ASM2517757v1,Pueraria montana,132459,2022-09-15,2022,,,,,,2025-01-27
GCA_024500355.1,Salk_teff_dabbi_3.0,Eragrostis tef,110835,2022-08-03,2022,,,,,,2025-01-27
GCA_026413185.1,ASM2641318v1,Pueraria montana var. lobata,3893,2022-11-27,2022,,,,,,2025-01-27
GCA_023621385.1,ASM2362138v1,Quercus gilva,103490,2022-06-02,2022,,,,,,2025-01-27
GCA_023736055.1,g3h1,Quercus glauca,103489,2022-06-16,2022,,,,,,2025-01-27
GCA_021533255.1,ASM2153325v1,Ceriops tagal,61143,2022-01-20,2022,,,,,,2025-01-27
GCA_932294415.1,dhQueRobu3.1,Quercus robur,38942,2022-03-11,2022,,,,,,2025-01-27
GCA_946000675.1,VITVix101-14Mgt_v1.0,Vitis riparia x Vitis rupestris,152275,2022-11-17,2022,,,,,,2025-01-27
GCA_025177825.1,AF01,Aechmea fasciata,326768,2022-09-15,2022,,,,,,2025-01-27
GCA_026151145.1,ALyr_1.0,Arabidopsis lyrata subsp. petraea,59691,2022-11-14,2022,,,,,,2025-01-27
GCA_021605145.1,ASM2160514v1,Aegilops bicornis,4483,2022-01-26,2022,,,,,,2025-01-27
GCA_954870635.1,daArcMinu1.1,Arctium minus,143172,2023-07-14,2023,,,,,,2025-01-27
GCA_029844215.1,ASM2984421v1,Przewalskia tangutica,337188,2023-04-21,2023,,,,,,2025-01-27
GCA_031439595.1,Psan_1.0,Pterocarpus santalinus,1071199,2023-09-14,2023,,,,,,2025-01-27
GCA_963422505.1,daPseLute1.1,Pseudognaphalium luteoalbum,59425,2023-09-12,2023,,,,,,2025-01-27
GCA_963556185.1,ucPseBory1.1,Pseudopediastrum boryanum,55410,2023-10-11,2023,,,,,,2025-01-27
GCA_031439585.1,Pmac_1.0,Pterocarpus macrocarpus,108278,2023-09-14,2023,,,,,,2025-01-27
GCA_951799445.1,cbIsoMyos1.1,Pseudisothecium myosuroides,3238343,2023-05-27,2023,,,,,,2025-01-27
GCA_948567375.1,cmLunCruc20.1,Lunularia cruciata,56931,2023-02-03,2023,,,,,,2025-01-27
GCA_963082935.1,drMalRobu1.1,Malus x robusta,1184610,2023-08-09,2023,,,,,,2025-01-27
GCA_958299785.1,drMedLupu1.1,Medicago lupulina,47085,2023-07-07,2023,,,,,,2025-01-27
GCA_029228465.1,ASM2922846v1,Salix viminalis,40686,2023-03-20,2023,,,,,,2025-01-27
GCA_029228515.1,Populus_alba_x_berolinensis.Group_A.v1.2,Populus alba x Populus x berolinensis,444605,2023-03-20,2023,,,,,,2025-01-27
GCA_033629205.1,ASM3362920v1,Lithocarpus polystachyus,2518020,2023-11-14,2023,,,,,,2025-01-27
GCA_963854735.1,ucMarCocc1.1,Marvania coccoides,133487,2023-12-15,2023,,,,,,2025-01-27
GCF_028751815.1,IMPLAD_Smil_shh,Salvia miltiorrhiza,226208,2023-02-24,2023,,,,,,2025-01-27
GCF_963583255.1,drPyrComm1.1,Pyrus communis,23211,2023-11-05,2023,,,,,,2025-01-27
GCA_030686995.1,ASM3068699v1,Artemisia argyi,259893,2023-08-09,2023,,,,,,2025-01-27
GCA_031216115.1,Ssia_1.0,Senna siamea,346999,2023-09-08,2023,,,,,,2025-01-27
GCA_938743325.2,ucPycProv1.2,Pycnococcus provasolii,41880,2023-08-24,2023,,,,,,2025-01-27
GCA_963669245.1,dhQueCerr2.1,Quercus cerris,39468,2023-12-09,2023,,,,,,2025-01-27
GCA_028216015.1,ASM2821601v1,Quercus dentata,103484,2023-01-30,2023,,,,,,2025-01-27
GCA_029677425.1,ASM2967742v1,Wolffia australiana,161112,2023-04-10,2023,,,,,,2025-01-27
GCA_030979885.1,Rabiosa unphased assembly,Lolium multiflorum,4521,2023-08-30,2023,,,,,,2025-01-27
GCA_034770075.1,ASM3477007v1,Aralia elata,82095,2023-12-29,2023,,,,,,2025-01-27
GCA_029379385.1,Quisap_AO_1.2,Quillaja saponaria,32244,2023-03-24,2023,,,,,,2025-01-27
GCA_033621325.1,84K_subgenomeA,Populus alba x Populus glandulosa,153471,2023-11-14,2023,,,,,,2025-01-27
GCA_958009085.1,ucProNoct1.1,Protoeuglena noctilucae,1803847,2023-07-06,2023,,,,,,2025-01-27
GCA_028583415.1,ASM2858341v1,Protea cynaroides,273540,2023-02-10,2023,,,,,,2025-01-27
GCA_030737835.1,ASM3073783v1,Acorus gramineus,55184,2023-08-16,2023,,,,,,2025-01-27
GCA_030345395.1,ASM3034539v1,Prunus mongolica,1501231,2023-06-27,2023,,,,,,2025-01-27
GCA_032719365.1,ASM3271936v1,Prinsepia uniflora,32240,2023-10-17,2023,,,,,,2025-01-27
GCA_030444465.1,ASM3044446v1,Quercus variabilis,103481,2023-07-13,2023,,,,,,2025-01-27
GCA_030345155.1,ASM3034515v1,Vitis x doaniana,884147,2023-06-26,2023,,,,,,2025-01-27
GCA_030789695.1,AKTIVAN_assembly,Scilla litardierei,82011,2023-08-21,2023,,,,,,2025-01-27
GCA_034190965.1,ASM3419096v1,Prunus campanulata,136465,2023-12-07,2023,,,,,,2025-01-27
GCA_028654395.1,ASM2865439v1,Scutellaria barbata,396367,2023-02-16,2023,,,,,,2025-01-27
GCA_033882615.1,MA,Malus asiatica,106548,2023-11-22,2023,,,,,,2025-01-27
GCA_029490685.1,ASM2949068v1,Schizonepeta tenuifolia,2849020,2023-04-06,2023,,,,,,2025-01-27
GCF_029873635.1,ASM2987363v1,Malania oleifera,397392,2023-05-15,2023,,,,,,2025-01-27
GCA_033963125.2,M9 haplome B genome,Malus hybrid rootstock,370305,2023-12-18,2023,,,,,,2025-01-27
GCA_949130495.1,daSamNigr1.1,Sambucus nigra,4202,2023-04-08,2023,,,,,,2025-01-27
GCA_951802175.1,ddPopNigr1.1,Populus nigra,3691,2023-05-27,2023,,,,,,2025-01-27
GCA_030145905.1,NIFOS_PopDav_1.0,Populus davidiana,266767,2023-06-02,2023,,,,,,2025-01-27
GCA_028451205.1,arahy.BaileyII.gnm1.genome_main,Arachis hypogaea subsp. hypogaea,226205,2023-02-03,2023,,,,,,2025-01-27
GCA_954870605.1,drAceCamp1.1,Acer campestre,66205,2023-07-14,2023,,,,,,2025-01-27
GCA_032727855.1,ASM3272785v1,Quercus ilex subsp. ballota,3110926,2023-10-18,2023,,,,,,2025-01-27
GCA_033883245.1,MO,Malus orientalis,106562,2023-11-22,2023,,,,,,2025-01-27
GCA_029962835.1,MsV1,Magnolia sinica,86752,2023-05-12,2023,,,,,,2025-01-27
GCA_963920805.1,ddPriVulg1.1,Primula vulgaris,175104,2023-12-25,2023,,,,,,2025-01-27
GCA_963682055.1,ddPriVeri1.1,Primula veris,170927,2023-12-06,2023,,,,,,2025-01-27
GCA_963682095.1,drPotSter1.1,Potentilla sterilis,644184,2023-12-07,2023,,,,,,2025-01-27
GCA_029582165.1,ASM2958216v1,Portulaca oleracea,46147,2023-04-06,2023,,,,,,2025-01-27
GCF_029784015.1,AGI_CSIRO_Lferr_CH_V1,Lycium ferocissimum,112874,2023-04-18,2023,,,,,,2025-01-27
GCA_033807775.1,ASM3380777v1,Saussurea involucrata,200489,2023-11-21,2023,,,,,,2025-01-27
GCA_029531685.1,APGP_CSIRO_Rrap_0.1,Raphanus raphanistrum,109996,2023-04-06,2023,,,,,,2025-01-27
GCA_030979865.1,UCONN_Acsa_2,Acer saccharum,4024,2023-08-30,2023,,,,,,2025-01-27
GCA_954870855.1,daScuMino1.1,Scutellaria minor,1053395,2023-07-14,2023,,,,,,2025-01-27
GCA_034195605.1,ASM3419560v1,Santalum album,35974,2023-12-07,2023,,,,,,2025-01-27
GCA_030737845.1,ASM3073784v1,Acorus calamus,4465,2023-08-16,2023,,,,,,2025-01-27
GCA_958295605.1,daAjuCham1.1,Ajuga chamaepitys,49984,2023-07-06,2023,,,,,,2025-01-27
GCA_034509755.1,ASM3450975v1,Anisodus tanguticus,243964,2023-12-26,2023,,,,,,2025-01-27
GCA_030490835.1,ASM3049083v1,Annona cherimola,49314,2023-07-18,2023,,,,,,2025-01-27
GCA_028095005.1,MPIPZ_rhyPub2m_2.0,Rhynchospora pubera,906938,2023-01-31,2023,,,,,,2025-01-27
GCA_029339315.1,ASM2933931v1,Ananas comosus var. bracteatus,296719,2023-03-22,2023,,,,,,2025-01-27
GCA_958449725.1,drRosRugo1.1,Rosa rugosa,74645,2023-07-18,2023,,,,,,2025-01-27
GCA_003313485.2,Pbar.2022.LG,Penstemon barbatus,160364,2023-10-17,2023,,,,,,2025-01-27
GCF_030253575.1,ASM3025357v1,Rhododendron vialii,182163,2023-06-12,2023,,,,,,2025-01-27
GCA_033398695.1,ASM3339869v1,Orobanche coerulescens,223100,2023-11-07,2023,,,,,,2025-01-27
GCA_030180135.1,ASM3018013v1,Orychophragmus violaceus,71234,2023-06-12,2023,,,,,,2025-01-27
GCA_954871525.1,drParJuda1.1,Parietaria judaica,33127,2023-07-14,2023,,,,,,2025-01-27
GCA_027562975.1,MPIPZ_rhyBre1m_1.0,Rhynchospora breviuscula,2022672,2023-01-04,2023,,,,,,2025-01-27
GCA_030770085.1,ASM3077008v1,Oryza coarctata,77588,2023-08-24,2023,,,,,,2025-01-27
GCA_029783415.1,ASM2978341v1,Anisodus acutangulus,402998,2023-04-18,2023,,,,,,2025-01-27
GCA_027725995.1,MPIPZ_rhyTen1m_1,Rhynchospora tenuis,198213,2023-01-12,2023,,,,,,2025-01-27
GCA_951230915.1,cbAntCurt1.1,Antitrichia curtipendula,100465,2023-05-11,2023,,,,,,2025-01-27
GCA_034818605.1,ASM3481860v1,Oryza sativa indica subgroup,1771142,2023-12-28,2023,,,,,,2025-01-27
GCA_029852735.1,ASM2985273v1,Persea americana,3435,2023-04-21,2023,,,,,,2025-01-27
GCA_029228605.1,ASM2922860v1,Salix koriyanagi,2511006,2023-03-20,2023,,,,,,2025-01-27
GCA_032356905.1,Salix_exigua_SE967M,Salix exigua,77062,2023-10-06,2023,,,,,,2025-01-27
GCA_028274465.1,UofA_Burton_1,Plantago ovata,185002,2023-01-30,2023,,,,,,2025-01-27
GCA_032878595.1,ASM3287859v1,Musa acuminata AAA Group,214697,2023-10-20,2023,,,,,,2025-01-27
GCA_032878535.1,ASM3287853v1,Musa acuminata var. zebrina,214685,2023-10-20,2023,,,,,,2025-01-27
GCA_958450325.1,dcAgrGith1.1,Agrostemma githago,39848,2023-07-18,2023,,,,,,2025-01-27
GCA_030064385.1,Mqui_v1_hapA,Melaleuca quinquenervia,164942,2023-05-24,2023,,,,,,2025-01-27
GCA_032464435.1,ASM3246443v1,Aegilops umbellulata,4491,2023-10-09,2023,,,,,,2025-01-27
GCA_030549335.1,CAS_Eicr_1.0,Pontederia crassipes,44947,2023-07-31,2023,,,,,,2025-01-27
GCA_030015575.1,ASM3001557v1,Agapanthus africanus,51501,2023-05-16,2023,,,,,,2025-01-27
GCA_031470985.1,ASM3147098v1,Agastache rugosa,39271,2023-09-15,2023,,,,,,2025-01-27
GCA_029816415.1,ASM2981641v1,Melastoma malabathricum subsp. normale,528022,2023-04-19,2023,,,,,,2025-01-27
GCA_028052125.1,Melaze_AO_1.1,Melia azedarach,155640,2023-01-27,2023,,,,,,2025-01-27
GCA_029204005.1,ASM2920400v1,Salix udensis,889485,2023-03-14,2023,,,,,,2025-01-27
GCA_030664755.1,ASM3066475v1,Microcos paniculata,197124,2023-08-07,2023,,,,,,2025-01-27
GCA_030737815.1,ASM3073781v1,Allium fistulosum,35875,2023-08-16,2023,,,,,,2025-01-27
GCF_000393655.2,ASM39365v2,Nicotiana sylvestris,4096,2023-11-13,2023,,,,,,2025-01-27
GCA_032199755.1,A.artemisiifolia_dipasm_2023_h1_p,Ambrosia artemisiifolia,4212,2023-10-04,2023,,,,,,2025-01-27
GCA_000715075.2,ASM71507v2,Nicotiana tabacum,4097,2023-11-13,2023,,,,,,2025-01-27
GCF_000390325.3,ASM39032v3,Nicotiana tomentosiformis,4098,2023-11-13,2023,,,,,,2025-01-27
GCA_030142025.1,RiAB,Rubus idaeus,32247,2023-06-05,2023,,,,,,2025-01-27
GCA_028751855.1,ASM2875185v1,Ambrosia trifida,4214,2023-02-24,2023,,,,,,2025-01-27
GCA_030844895.1,AAC_Ahel_1.0.Atri_hap2,Ambrosia x helenae,3045818,2023-08-21,2023,,,,,,2025-01-27
GCA_028671895.1,ASM2867189v1,Oenanthe sinensis,305802,2023-02-21,2023,,,,,,2025-01-27
GCA_949775105.1,Ocorymbosa-M15.v1,Oldenlandia corymbosa var. corymbosa,529605,2023-04-07,2023,,,,,,2025-01-27
GCA_034376525.1,ASM3437652v1,Nicotiana benthamiana,4100,2023-12-18,2023,,,,,,2025-01-27
GCF_958298935.1,lpPhrAust1.1,Phragmites australis,29695,2023-07-06,2023,,,,,,2025-01-27
GCA_031772625.1,CPIR1,Pinus tabuliformis,88731,2023-11-03,2023,,,,,,2025-01-27
GCA_034226945.1,ASM3422694v1,Picochlorum sp. SENEW3,1470871,2023-12-08,2023,,,,,,2025-01-27
GCA_951394345.1,dcSalRamo1.1,Salicornia ramosissima,267548,2023-06-15,2023,,,,,,2025-01-27
GCF_958979055.1,dhAlnGlut1.1,Alnus glutinosa,3517,2023-07-19,2023,,,,,,2025-01-27
GCA_963920575.1,ldNarOssi1.1,Narthecium ossifragum,114204,2023-12-23,2023,,,,,,2025-01-27
GCA_028641055.1,Alomy_genome_v1,Alopecurus myosuroides,81473,2023-02-22,2023,,,,,,2025-01-27
GCA_963854855.1,ddNasOffi1.1,Nasturtium officinale,65948,2023-12-15,2023,,,,,,2025-01-27
GCA_963691705.1,ddVioOdor1.1,Viola odorata,97441,2023-12-06,2023,,,,,,2025-01-27
GCA_033977485.1,Hmc_EndlessSummer_p1.0,Hydrangea macrophylla,23110,2023-11-29,2023,,,,,,2025-01-27
GCA_030848705.1,IITP_Hsosn_ver7,Heracleum sosnowskyi,360622,2023-08-22,2023,,,,,,2025-01-27
GCA_033088355.1,RDA_CamP2_1.0,Citrullus amarus,1567104,2023-10-27,2023,,,,,,2025-01-27
GCA_033030585.1,KIB_Fhip_1.0,Hippophae rhamnoides,193516,2023-10-27,2023,,,,,,2025-01-27
GCA_030763125.1,ASM3076312v1,Hippophae gyantsensis,193515,2023-08-21,2023,,,,,,2025-01-27
GCA_958450335.1,ddHibTrid2.1,Hibiscus tridactylites,2862204,2023-07-18,2023,,,,,,2025-01-27
GCA_033439115.1,ASM3343911v1,Firmiana major,197122,2023-11-09,2023,,,,,,2025-01-27
GCA_034639235.1,ASM3463923v1,Brassica oleracea var. alboglabra,3714,2023-12-28,2023,,,,,,2025-01-27
GCA_028017165.1,ASM2801716v1,Herpetospermum pedunculosum,386182,2023-01-31,2023,,,,,,2025-01-27
GCA_963682175.1,laTriMari1.1,Triglochin maritima,55501,2023-12-07,2023,,,,,,2025-01-27
GCA_034093135.1,ASM3409313v1,Erigeron breviscapus,244311,2023-12-05,2023,,,,,,2025-01-27
GCA_033568475.2,ASM3356847v2,Henckelia pumila,405737,2023-11-13,2023,,,,,,2025-01-27
GCA_034640245.1,ASM3464024v1,Brassica oleracea var. botrytis,3715,2023-12-28,2023,,,,,,2025-01-27
GCA_951799995.1,drTriSubt1.1,Trifolium subterraneum,3900,2023-05-27,2023,,,,,,2025-01-27
GCA_030545235.1,HelTub_1.0,Helianthus tuberosus,4233,2023-08-08,2023,,,,,,2025-01-27
GCA_028777405.1,ASM2877740v1,Diospyros kaki,35925,2023-02-22,2023,,,,,,2025-01-27
GCA_033026605.1,Capsicum_annuum_HDA149v1.0,Capsicum annuum var. annuum,40321,2023-10-25,2023,,,,,,2025-01-27
GCA_030272155.1,ASM3027215v1,Tetradesmus obliquus,3088,2023-06-14,2023,,,,,,2025-01-27
GCA_030279155.1,ASM3027915v1,Forsythia viridissima,205691,2023-06-20,2023,,,,,,2025-01-27
GCA_030544415.1,ASM3054441v1,Thalia dealbata,210077,2023-08-08,2023,,,,,,2025-01-27
GCA_963506645.1,FB19_028_3,Hordeum bulbosum,4516,2023-09-26,2023,,,,,,2025-01-27
GCA_963680865.1,dcSpeMari1.1,Spergularia marina,191669,2023-12-07,2023,,,,,,2025-01-27
GCA_029204225.1,Diphasiastrum complanatum v3.1,Diphasiastrum complanatum,34168,2023-03-21,2023,,,,,,2025-01-27
GCA_963678965.1,daCruLaev1.1,Cruciata laevipes,29786,2023-12-06,2023,,,,,,2025-01-27
GCA_963555745.1,ddCarFlex1.1,Cardamine flexuosa,50462,2023-10-06,2023,,,,,,2025-01-27
GCA_958496215.1,daVerOffi1.1,Verbena officinalis,79772,2023-07-18,2023,,,,,,2025-01-27
GCA_963425845.1,hybrid_with_Hi-C,Sphenostylis stenocarpa,92480,2023-09-11,2023,,,,,,2025-01-27
GCA_963669365.1,daVerThap1.1,Verbascum thapsus,39388,2023-12-06,2023,,,,,,2025-01-27
GCF_030272615.1,Sugi_1.0,Cryptomeria japonica,3369,2023-03-31,2023,,,,,,2025-01-27
GCA_963920665.1,cbStrStra4.1,Straminergon stramineum,249548,2023-12-25,2023,,,,,,2025-01-27
GCA_031232105.1,ASM3123210v1,Capsicum rhomboideum,462292,2023-09-07,2023,,,,,,2025-01-27
GCA_030864215.1,ASM3086421v1,Capsicum pubescens,113210,2023-08-25,2023,,,,,,2025-01-27
GCA_032401905.1,ASM3240190v1,Swietenia macrophylla,43891,2023-10-05,2023,,,,,,2025-01-27
GCA_030864225.1,ASM3086422v1,Capsicum baccatum var. pendulum,40320,2023-08-25,2023,,,,,,2025-01-27
GCA_031216185.1,ASM3121618v1,Syzygium aqueum,219865,2023-09-07,2023,,,,,,2025-01-27
GCA_031216235.1,ASM3121623v1,Syzygium jambos,334483,2023-09-07,2023,,,,,,2025-01-27
GCA_031216405.1,ASM3121640v1,Syzygium malaccense,219892,2023-09-07,2023,,,,,,2025-01-27
GCA_031216285.1,ASM3121628v1,Syzygium syzygioides,1489818,2023-09-07,2023,,,,,,2025-01-27
GCA_030704615.1,CNU_Tlep_v3.1,Takakia lepidozioides,37425,2023-08-14,2023,,,,,,2025-01-27
GCA_030549775.1,ASM3054977v1,Tamarix chinensis,189791,2023-07-31,2023,,,,,,2025-01-27
GCA_958009055.1,ucChoSpea1.1,Choricystis sp. odSpoLacu1,3025909,2023-07-06,2023,,,,,,2025-01-27
GCA_947650365.1,Cjaponica_Koshiki_v1.0,Chionographis japonica,119999,2023-06-27,2023,,,,,,2025-01-27
GCA_030127425.1,ASM3012742v1,Daucus carota,4039,2023-05-30,2023,,,,,,2025-01-27
GCA_958296335.1,drUrtUren1.1,Urtica urens,473050,2023-07-06,2023,,,,,,2025-01-27
GCF_001625215.2,DH1 v3.0,Daucus carota subsp. sativus,79200,2023-10-20,2023,,,,,,2025-01-27
GCA_027886165.1,GRF_GUR_1.0,Glycyrrhiza uralensis,74613,2023-01-17,2023,,,,,,2025-01-27
GCA_954870985.1,drTriFrag1.1,Trifolium fragiferum,97023,2023-07-14,2023,,,,,,2025-01-27
GCA_912172775.2,Fraxinus pennsylvanica genome version 1.5,Fraxinus pennsylvanica,56036,2023-05-17,2023,,,,,,2025-01-27
GCA_951804385.1,drTriDubi3.1,Trifolium dubium,97021,2023-06-01,2023,,,,,,2025-01-27
GCA_029379335.1,ASM2937933v1,Thymus mandschuricus,532139,2023-05-09,2023,,,,,,2025-01-27
GCA_029168755.2,TFas_v1.1,Tillandsia fasciculata,220113,2023-03-14,2023,,,,,,2025-01-27
GCA_963920655.1,drGerRotu1.1,Geranium rotundifolium,379955,2023-12-25,2023,,,,,,2025-01-27
GCA_029204045.2,TLei_v1.1,Tillandsia leiboldiana,1842917,2023-03-14,2023,,,,,,2025-01-27
GCA_963678935.1,drUmbRupe1.1,Umbilicus rupestris,91168,2023-12-06,2023,,,,,,2025-01-27
GCA_030064425.1,ASM3006442v1,Trapa bicornis,236974,2023-05-24,2023,,,,,,2025-01-27
GCA_030064435.1,ASM3006443v1,Trapa incisa,236973,2023-05-24,2023,,,,,,2025-01-27
GCA_034359265.1,ASM3435926v1,Canna indica,4628,2023-12-13,2023,,,,,,2025-01-27
GCA_031216105.1,Dcul_1.0,Dalbergia cultrata,862910,2023-09-08,2023,,,,,,2025-01-27
GCA_030827025.1,Dacoc_1.2,Dalbergia cochinchinensis,106130,2023-08-18,2023,,,,,,2025-01-27
GCA_034639695.1,ASM3463969v1,Brassica oleracea var. costata,416546,2023-12-28,2023,,,,,,2025-01-27
GCA_034638795.1,ASM3463879v1,Brassica oleracea var. gemmifera,178616,2023-12-28,2023,,,,,,2025-01-27
