assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_029449355.1,ASM2944935v1,Emydomyces testavorans,2070801,2023-03-28,2023,,,,,,2025-01-27
GCA_030378345.1,ASM3037834v1,Podosphaera fusca,62727,2023-07-07,2023,,,,,,2025-01-27
GCA_029884725.1,ASM2988472v1,Saccharomyces mikatae,114525,2023-04-28,2023,,,,,,2025-01-27
GCA_963556305.1,glPlaGlau9.1,Platismatia glauca,78070,2023-10-11,2023,,,,,,2025-01-27
GCA_030168465.1,ASM3016846v1,Pichia terricola,54551,2023-06-05,2023,,,,,,2025-01-27
GCA_033807795.1,ASM3380779v1,Monosporozyma servazzii,27293,2023-11-20,2023,,,,,,2025-01-27
GCA_030864445.1,ASM3086444v1,Cutaneotrichosporon cavernicola,279322,2023-06-24,2023,,,,,,2025-01-27
GCA_949709995.1,gpAraPeru1.1,Arachnomyces peruvianus,2219007,2023-03-28,2023,,,,,,2025-01-27
GCA_030062975.1,ASM3006297v1,Pichia kluyveri,36015,2023-05-22,2023,,,,,,2025-01-27
GCA_030518555.1,ASM3051855v1,Penicillium roqueforti,5082,2023-07-23,2023,,,,,,2025-01-27
GCA_951640195.1,gfPorCaly1.1,Porpolomopsis calyptriformis,1398758,2023-05-18,2023,,,,,,2025-01-27
GCA_951802195.1,gfTauPull1.1,Tausonia pullulans,82525,2023-05-27,2023,,,,,,2025-01-27
GCA_029542785.1,ASM2954278v1,Malassezia japonica,223818,2023-04-03,2023,,,,,,2025-01-27
GCA_031590215.1,ASM3159021v1,Maudiozyma bulderi,112263,2023-09-18,2023,,,,,,2025-01-27
GCF_028009165.1,ASM2800916v1,Akanthomyces muscarius,2231603,2023-01-26,2023,,,,,,2025-01-27
GCA_028455935.1,ASM2845593v1,Simplicillium aogashimaense,935214,2023-02-06,2023,,,,,,2025-01-27
GCA_032248835.1,ASM3224883v1,Ophiostoma piceae,61273,2023-10-01,2023,,,,,,2025-01-27
GCA_032355295.1,ASM3235529v1,Fusarium meridionale,282269,2023-10-04,2023,,,,,,2025-01-27
GCA_034753255.1,ASM3475325v1,Fusarium kyushuense,56665,2023-12-28,2023,,,,,,2025-01-27
GCA_027571585.1,ASM2757158v1,Encephalitozoon cuniculi,6035,2023-01-05,2023,,,,,,2025-01-27
GCA_025617555.3,ASM2561755v3,Puccinia polysora,684837,2023-09-18,2023,,,,,,2025-01-27
GCA_029959195.1,ASM2995919v1,Dictyophora rubrovolvata,1464785,2023-05-09,2023,,,,,,2025-01-27
GCA_016630955.3,ASM1663095v3,Didymella arachidicola,749598,2023-10-20,2023,,,,,,2025-01-27
GCA_963580265.1,grCorFumo1.1,Cordyceps fumosorosea,114497,2023-11-04,2023,,,,,,2025-01-27
GCA_951802395.1,gfVolSurr1.1,Volvariella surrecta,908347,2023-05-28,2023,,,,,,2025-01-27
GCA_951394315.1,gfLacEvos1.1,Lactarius evosmus,326039,2023-05-13,2023,,,,,,2025-01-27
GCA_963281015.1,gfLacTabi1.1,Lactarius tabidus,152947,2023-08-20,2023,,,,,,2025-01-27
GCF_029203305.1,ASM2920330v1,Yamadazyma tenuis,2315449,2023-03-14,2023,,,,,,2025-01-27
GCA_963576785.1,gfChlBrun1.1,Chlorophyllum brunneum,190013,2023-11-04,2023,,,,,,2025-01-27
GCA_947623385.2,glClaSqua9.2,Cladonia squamosa,174074,2023-05-13,2023,,,,,,2025-01-27
GCA_951802425.1,gfClaFumo1.1,Clavaria fumosa,264083,2023-05-28,2023,,,,,,2025-01-27
GCA_029405325.1,ASM2940532v1,Claviceps purpurea,5111,2023-03-31,2023,,,,,,2025-01-27
GCA_030864385.1,ASM3086438v1,Cutaneotrichosporon sp. HIS471,3040995,2023-06-24,2023,,,,,,2025-01-27
GCF_034447905.1,ASM3444790v1,Colletotrichum destructivum,34406,2023-12-18,2023,,,,,,2025-01-27
GCA_029945375.1,Asub-V01,Agaricus subrufescens,87252,2023-05-08,2023,,,,,,2025-01-27
GCA_028505775.1,ASM2850577v1,Aspergillus minisclerotigenes,656917,2023-02-21,2023,,,,,,2025-01-27
GCA_031310005.1,ASM3131000v1,Dactylellina haptotyla,430498,2023-09-08,2023,,,,,,2025-01-27
GCA_033807695.1,ASM3380769v1,Daedaleopsis sinensis,596167,2023-11-21,2023,,,,,,2025-01-27
GCA_032594075.1,ASM3259407v1,Botrytis fabae,182092,2023-10-12,2023,,,,,,2025-01-27
GCA_033439255.1,ASM3343925v1,Hericium rajendrae,2320235,2023-11-09,2023,,,,,,2025-01-27
GCA_033807595.1,ASM3380759v1,Acrodontium crateriforme,150365,2023-11-20,2023,,,,,,2025-01-27
GCA_031851675.1,ASM3185167v1,[Candida] zeylanoides,5493,2023-09-24,2023,,,,,,2025-01-27
GCA_030015405.1,BCSIR_ Awel_1.0,Aspergillus welwitschiae,1341132,2023-05-16,2023,,,,,,2025-01-27
GCA_951394405.1,gfCopMica1.1,Coprinellus micaceus,71717,2023-06-15,2023,,,,,,2025-01-27
GCA_029226625.1,ASM2922662v1,Colletotrichum graminicola,31870,2023-03-16,2023,,,,,,2025-01-27
GCA_963556145.1,gfHygPuni3.1,Hygrocybe punicea,557324,2023-12-07,2023,,,,,,2025-01-27
GCA_030370665.1,ASM3037066v1,Hanseniaspora meyeri,211097,2023-06-28,2023,,,,,,2025-01-27
GCA_029959215.1,ASM2995921v1,Tricholoma bakamatsutake,51221,2023-05-09,2023,,,,,,2025-01-27
GCA_029542805.1,ASM2954280v1,Malassezia cuniculi,948313,2023-04-03,2023,,,,,,2025-01-27
GCA_963555575.2,gfHygCocc2.2,Hygrocybe coccinea,378274,2023-12-24,2023,,,,,,2025-01-27
GCA_029542865.1,ASM2954286v1,Malassezia equina,1381935,2023-04-03,2023,,,,,,2025-01-27
GCA_029542905.1,ASM2954290v1,Malassezia arunalokei,1514897,2023-04-03,2023,,,,,,2025-01-27
GCA_022605425.2,FIOER33 v3,Hamiltosporidium tvaerminnensis,1176355,2023-08-22,2023,,,,,,2025-01-27
GCA_029678045.1,ASM2967804v1,Magnusiomyces sp. LA-1,3119571,2023-04-11,2023,,,,,,2025-01-27
GCA_029876055.1,CBS129176_v1,Madurella fahalii,1157608,2023-04-26,2023,,,,,,2025-01-27
GCA_029542985.1,ASM2954298v1,Malassezia brasiliensis,1821822,2023-04-03,2023,,,,,,2025-01-27
GCA_030384665.1,ASM3038466v1,Lodderomyces elongisporus,36914,2023-07-02,2023,,,,,,2025-01-27
GCA_029542885.1,ASM2954288v1,Malassezia caprae,1381934,2023-04-03,2023,,,,,,2025-01-27
GCA_963422465.1,glLicPygm2.1,Lichina pygmaea,157483,2023-09-11,2023,,,,,,2025-01-27
GCA_963580335.1,grLepFlav1.1,Leptographium flavum,2268375,2023-11-04,2023,,,,,,2025-01-27
GCA_033220425.1,Lene_EWU_01,Lepraria neglecta,209136,2023-11-03,2023,,,,,,2025-01-27
GCA_039834515.1,ASM3983451v1,Sclerotinia sclerotiorum,5180,2024-05-26,2024,,,,,,2025-01-27
GCF_000512605.2,ASM51260v3,Kwoniella pini CBS 10737,1296096,2024-12-07,2024,,,,,,2025-01-27
GCA_039105145.1,ASM3910514v1,Kwoniella newhampshirensis,1651941,2024-05-09,2024,,,,,,2025-01-27
GCA_008629635.2,ASM862963v2,Kwoniella shandongensis,1734106,2024-02-22,2024,,,,,,2025-01-27
GCA_964211815.1,grSimLame1.1,Simplicillium lamellicola,93593,2024-07-31,2024,,,,,,2025-01-27
GCA_964035595.1,gfSpoDele1,Somion delectans,2650728,2024-05-02,2024,,,,,,2025-01-27
GCF_035658355.1,ASM3565835v1,Kwoniella shivajii,564305,2024-01-15,2024,,,,,,2025-01-27
GCA_036810445.1,ASM3681044v1,Kwoniella europaea PYCC6329,1423913,2024-02-22,2024,,,,,,2025-01-27
GCA_000512585.3,ASM51258v3,Kwoniella bestiolae CBS 10118,1296100,2024-02-14,2024,,,,,,2025-01-27
GCF_036426115.1,ASM3642611v1,Kwoniella botswanensis,1268659,2024-02-07,2024,,,,,,2025-01-27
GCF_000512565.2,ASM51256v3,Kwoniella dejecticola CBS 10117,1296121,2024-06-24,2024,,,,,,2025-01-27
GCF_036810415.1,ASM3681041v1,Kwoniella dendrophila CBS 6074,1295534,2024-07-02,2024,,,,,,2025-01-27
GCA_040104375.1,ASM4010437v1,Annulohypoxylon sp. FPYF3050,2857486,2024-06-08,2024,,,,,,2025-01-27
GCF_000507465.2,ASM50746v4,Kwoniella mangroviensis CBS 8507,1296122,2024-03-14,2024,,,,,,2025-01-27
GCA_037935595.1,ASM3793559v1,[Candida] boidinii,5477,2024-03-31,2024,,,,,,2025-01-27
GCA_963924405.1,CAAN4,[Candida] anglica,148631,2024-03-09,2024,,,,,,2025-01-27
GCA_036428645.1,ASM3642864v1,Kwoniella sp. DSM 27419,2770024,2024-02-07,2024,,,,,,2025-01-27
GCA_043792045.1,IMPLAD_Wohoe_1,Wolfiporia hoelen,2788929,2024-10-25,2024,,,,,,2025-01-27
GCA_039700815.1,ASM3970081v1,Laburnicola rhizohalophila,2602009,2024-05-21,2024,,,,,,2025-01-27
GCA_964235335.1,gfLacBlen1.hap1.1,Lactarius blennius,152933,2024-08-31,2024,,,,,,2025-01-27
GCA_036034705.1,UAEU_Tpunctulata.0,Thielaviopsis punctulata,72032,2024-01-26,2024,,,,,,2025-01-27
GCA_035621335.1,ASM3562133v1,Lasiodiplodia theobromae,45133,2024-01-14,2024,,,,,,2025-01-27
GCA_036630325.1,ASM3663032v1,Vairimorpha necatrix,6039,2024-02-15,2024,,,,,,2025-01-27
GCA_040893085.1,ASM4089308v1,Epicoccum sorghinum,749593,2024-07-26,2024,,,,,,2025-01-27
GCF_963989305.1,lodBeiA1,Lodderomyces beijingensis,1775926,2024-03-15,2024,,,,,,2025-01-27
GCA_964017145.1,gfAgrPrae1.1,Agrocybe praecox,71668,2024-03-23,2024,,,,,,2025-01-27
GCA_964340765.1,glUmbDeus1.1,Umbilicaria deusta,87276,2024-11-18,2024,,,,,,2025-01-27
GCA_044759035.1,assemblyCBS2479Flye29_v2,Trichosporon asahii,82508,2024-11-10,2024,,,,,,2025-01-27
GCA_964034925.1,gfTriHemi4.1,Tricholoma hemisulphureum,1779456,2024-04-27,2024,,,,,,2025-01-27
GCA_964197685.1,gfTriCing1.1,Tricholoma cingulatum,176009,2024-07-04,2024,,,,,,2025-01-27
GCA_000835755.2,ASM83575v2,Cryptococcus tetragattii IND107,1296105,2024-06-25,2024,,,,,,2025-01-27
GCA_036427605.1,ASM3642760v1,Cryptococcus sp. DSM 104549,2770025,2024-02-07,2024,,,,,,2025-01-27
GCA_041379975.1,ASM4137997v1,Metarhizium pinghaense,1278899,2024-08-20,2024,,,,,,2025-01-27
GCA_037177735.1,ASM3717773v1,Metarhizium robertsii,568076,2024-03-18,2024,,,,,,2025-01-27
GCA_046114455.1,ASM4611445v1,Sporothrix sp. FH-2023a,3026404,2024-12-16,2024,,,,,,2025-01-27
GCA_042100115.1,ASM4210011v1,Alternaria dauci,48095,2024-09-24,2024,,,,,,2025-01-27
GCA_046055875.1,ASM4605587v1,Suillus bovinus,48563,2024-12-17,2024,,,,,,2025-01-27
GCA_036810365.1,ASM3681036v1,Kwoniella sp. B9012,1423914,2024-02-22,2024,,,,,,2025-01-27
GCA_036287355.1,ASM3628735v1,Kwoniella sp. CBS 6097,2770021,2024-01-29,2024,,,,,,2025-01-27
GCA_036428585.1,ASM3642858v1,Kwoniella sp. CBS 9459,2770022,2024-02-07,2024,,,,,,2025-01-27
GCA_037116185.1,ASAG_Mgui_2.4,Meyerozyma guilliermondii,4929,2024-03-13,2024,,,,,,2025-01-27
GCA_963565915.2,gfEntClyp1.2,Entoloma clypeatum,418785,2024-07-28,2024,,,,,,2025-01-27
GCA_046115495.1,ASM4611549v1,Talaromyces sp. DSF149,3108682,2024-12-16,2024,,,,,,2025-01-27
GCA_964275045.1,MOUN0,Monosporozyma unispora,27294,2024-10-10,2024,,,,,,2025-01-27
GCA_042608485.1,ASM4260848v1,Ischnoderma resinosum,196228,2024-10-08,2024,,,,,,2025-01-27
GCA_040869005.1,NWSUAF-LJ19,Colletotrichum fructicola,690256,2024-07-25,2024,,,,,,2025-01-27
GCA_963971245.1,glClaNorv1.1,Cladonia norvegica,2873768,2024-03-02,2024,,,,,,2025-01-27
GCA_036429605.1,ASM3642960v1,Cladobotryum mycophilum,491253,2024-02-07,2024,,,,,,2025-01-27
GCA_043790985.1,EIMB_Clini_394-2_1.0,Colletotrichum lini,500171,2024-10-28,2024,,,,,,2025-01-27
GCA_038023885.1,ASM3802388v1,Colletotrichum siamense,690259,2024-04-08,2024,,,,,,2025-01-27
GCA_964235245.1,gfLepSord1.hap1.1,Collybia sordida,123925,2024-08-31,2024,,,,,,2025-01-27
GCA_043230705.1,ASM4323070v1,Aureobasidium pullulans,5580,2024-10-16,2024,,,,,,2025-01-27
GCA_046000195.1,Awentii_warwick,Aspergillus wentii,5066,2024-11-07,2024,,,,,,2025-01-27
GCA_042466605.1,ASM4246660v1,Hanseniaspora mollemarum,2268990,2024-10-01,2024,,,,,,2025-01-27
GCA_040256855.1,ASM4025685v1,Hanseniaspora menglaensis,3081051,2024-06-20,2024,,,,,,2025-01-27
GCA_036287555.1,ASM3628755v1,Hanseniaspora guilliermondii,56406,2024-01-29,2024,,,,,,2025-01-27
GCA_041464085.1,ASM4146408v1,Grifola frondosa,5627,2024-08-26,2024,,,,,,2025-01-27
GCA_037042885.1,ASM3704288v1,Auricularia sp. M12,3103959,2024-03-07,2024,,,,,,2025-01-27
GCA_037042915.1,ASM3704291v1,Auricularia sp. M13,3103960,2024-03-07,2024,,,,,,2025-01-27
GCF_035610405.1,ASM3561040v1,Australozyma saopauloensis,291208,2024-01-12,2024,,,,,,2025-01-27
GCA_041870755.1,OSU_Fsam_1.1,Fusarium sambucinum,5128,2024-09-09,2024,,,,,,2025-01-27
GCA_963989715.1,canParSR23v1,Candida parapsilosis,5480,2024-03-15,2024,,,,,,2025-01-27
GCA_036288945.1,ASM3628894v1,Fusarium proliferatum,948311,2024-01-30,2024,,,,,,2025-01-27
GCA_964264465.1,gfHerCora1.1,Hericium coralloides,100756,2024-09-18,2024,,,,,,2025-01-27
GCA_037179535.1,ASM3717953v1,Fusarium vorosii,569361,2024-03-15,2024,,,,,,2025-01-27
GCA_964023155.1,gfGanResi1.1,Ganoderma resinaceum,34465,2024-04-07,2024,,,,,,2025-01-27
GCA_964213195.1,gfButSuba1.1,Butyriboletus subappendiculatus,857007,2024-08-22,2024,,,,,,2025-01-27
GCA_964035675.1,gfBolQuer1.1,Buglossoporus quercinus,1522478,2024-05-02,2024,,,,,,2025-01-27
GCA_036871495.1,ASM3687149v1,Blastobotrys mucifer,191334,2024-02-26,2024,,,,,,2025-01-27
GCA_045529685.1,ASM4552968v1,Blastobotrys allociferrii,191333,2024-12-06,2024,,,,,,2025-01-27
GCA_035985395.1,ASM3598539v1,Penicillium coffeae,310288,2024-01-23,2024,,,,,,2025-01-27
GCA_040250155.1,Pf_T2,Penicillium fuscoglaucum,463681,2024-06-19,2024,,,,,,2025-01-27
GCA_039634405.1,ASM3963440v1,Penicillium herquei,69774,2024-05-14,2024,,,,,,2025-01-27
GCA_041412015.1,ASM4141201v1,Pestalotiopsis microspora,85828,2024-08-23,2024,,,,,,2025-01-27
GCA_045999785.1,ASM4599978v1,Phlyctema vagabunda,108571,2024-12-11,2024,,,,,,2025-01-27
GCA_038181435.1,ASM3818143v1,Fusarium acuminatum,5515,2024-04-15,2024,,,,,,2025-01-27
GCA_039634435.1,ASM3963443v1,Ascochyta pisi,749586,2024-05-14,2024,,,,,,2025-01-27
GCA_964248975.1,gfInoTigr1.1,Inocybe tigrina,1169566,2024-08-31,2024,,,,,,2025-01-27
GCF_035222275.1,CBS112042p_1.0,Podospora bellae-mahoneyi,2093777,2024-01-12,2024,,,,,,2025-01-27
GCF_035222485.1,CBS124.78p_1.0,Podospora pseudoanserina,2609844,2024-01-12,2024,,,,,,2025-01-27
GCA_036426225.1,ASM3642622v1,Cryptococcus sp. DSM 104548,2770023,2024-02-07,2024,,,,,,2025-01-27
GCA_035222375.1,CBS415.72m_1.0,Podospora pseudocomata,2093779,2024-01-12,2024,,,,,,2025-01-27
GCA_040954535.1,ASM4095453v1,Pallidohirschioporus biformis,50381,2024-08-01,2024,,,,,,2025-01-27
GCA_040126005.1,TJAS01,Annulohypoxylon stygium,326628,2024-06-11,2024,,,,,,2025-01-27
GCA_044705675.1,ASM4470567v1,Scheffersomyces spartinae,45513,2024-11-13,2024,,,,,,2025-01-27
GCA_041684055.1,ASM4168405v1,Flammulina filiformis,2060913,2024-09-03,2024,,,,,,2025-01-27
GCA_041442975.1,ASM4144297v1,Sanghuangporus vaninii,175686,2024-08-26,2024,,,,,,2025-01-27
GCA_046115455.1,ASM4611545v1,Neopestalotiopsis rosae,1562205,2024-12-16,2024,,,,,,2025-01-27
GCA_037367355.1,ASM3736735v1,Neoscytalidium dimidiatum,108428,2024-03-20,2024,,,,,,2025-01-27
GCA_042257055.1,ASM4225705v1,Saccharomyces sp. FC-2024a,3129044,2024-09-27,2024,,,,,,2025-01-27
GCF_035222475.1,CBS411.78m_1.0,Podospora pseudopauciseta,2093780,2024-01-12,2024,,,,,,2025-01-27
GCA_044706195.1,ASM4470619v1,Aspergillus cristatus,573508,2024-11-13,2024,,,,,,2025-01-27
GCA_040822225.1,ASM4082222v1,Fusarium phialophorum,2750198,2024-07-23,2024,,,,,,2025-01-27
GCA_964341195.1,gfRamCorn1.1,Ramariopsis corniculata,749444,2024-11-22,2024,,,,,,2025-01-27
GCA_042764415.1,Remth1,Remersonia thermophila,72144,2024-10-10,2024,,,,,,2025-01-27
GCA_964106605.1,gdRhiKalk1.hap1.1,Rhizosphaera kalkhoffii,57485,2024-06-06,2024,,,,,,2025-01-27
GCA_964187995.1,gfRipTric1.1,Ripartites tricholoma,230827,2024-06-21,2024,,,,,,2025-01-27
GCA_964199335.1,gfRusFari1.1,Russula aff. farinipes,3163303,2024-07-13,2024,,,,,,2025-01-27
GCA_964330295.1,gfRusFagi1.1,Russula faginea,1033783,2024-11-07,2024,,,,,,2025-01-27
GCA_964656355.1,gfRusNigr1.hap2.1,Russula nigricans,152964,2024-12-20,2024,,,,,,2025-01-27
GCA_963926505.1,gfRusOliv1.1,Russula olivacea,152966,2024-01-28,2024,,,,,,2025-01-27
GCA_001720195.2,ASM172019v2,Cryptococcus depauperatus CBS 7841,1295531,2024-02-22,2024,,,,,,2025-01-27
GCA_001720245.2,ASM172024v2,Cryptococcus depauperatus,5208,2024-02-22,2024,,,,,,2025-01-27
GCA_036417295.1,ASM3641729v1,Cryptococcus decagattii,1859122,2024-02-06,2024,,,,,,2025-01-27
GCA_000836335.2,ASM83633v2,Cryptococcus bacillisporus CA1280,1296109,2024-05-09,2024,,,,,,2025-01-27
GCA_036428525.1,ASM3642852v1,Cryptococcus gattii,37769,2024-02-07,2024,,,,,,2025-01-27
GCA_041721605.1,FAFU-Ppen-JC-1-v1.0,Pyricularia penniseti,2173144,2024-09-03,2024,,,,,,2025-01-27
GCA_040822295.1,ASM4082229v1,Fusarium odoratissimum,2502994,2024-07-23,2024,,,,,,2025-01-27
GCA_032206225.1,FOAM13_A1,Fusarium oxysporum f. sp. albedinis,72712,2024-08-12,2024,,,,,,2025-01-27
GCA_039634465.1,ASM3963446v1,Didymella pinodella,749633,2024-05-14,2024,,,,,,2025-01-27
GCA_046128785.1,ASM4612878v1,Puccinia silphii,2065218,2024-12-18,2024,,,,,,2025-01-27
GCA_964656405.1,glXanPari1.1,Xanthoria parietina,107463,2025-01-02,2025,,,,,,2025-01-27
GCA_964638125.1,gfGliIrri2.hap1.1,Gliophorus irrigatus,1471999,2025-01-02,2025,,,,,,2025-01-27
GCA_046529785.1,ASM4652978v1,Rhynchosporium graminicola,2792576,2025-01-07,2025,,,,,,2025-01-27
GCA_965113095.1,gfAurGent2.1,Aureoboletus gentilis,388837,2025-01-18,2025,,,,,,2025-01-27
GCA_964197705.1,Pfluo_KMR99,Penicillium psychrofluorescens,3158075,2025-01-17,2025,,,,,,2025-01-27
GCA_964605785.1,glClaDive1.1,Cladonia diversa,50926,2025-01-02,2025,,,,,,2025-01-27
