bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
108068,Cell diameter,Diameter,cell,Green algae Micromonas pusilla,,1.0,2.0,Î¼m,,1e-06,2e-06,Cells,,'1 to 2
104667,Volume of rough ER in exocrine pancreatic cell,Volume,rough ER in exocrine pancreatic cell,Guinea Pig Cavia porcellus,249.3,,,µm^3,2.4930000000000003e-16,,,Cells,249.3,'±25.1 Table link - http://bionumbers.hms.harvard.edu/files/Volume%20and%20surface%20area%20of%20cells%20and%20organelles%20in%20pancreas.pdf
105176,Volume and surface area of pancreatic cells and cellular organelles,Volume and surface area,pancreatic cells and cellular organelles,Guinea Pig Cavia porcellus,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20and%20surface%20area%20of%20cells%20and%20organelles%20in%20pancreas.pdf
112112,"Volume of neuron soma, nucleus & nucleolus",Volume,"neuron soma, nucleus & nucleolus",Guinea Pig Cavia porcellus,,,,µm^3,,,,Nuclei,,"'cell body 12,260µm^3: nucleus 1,660µm^3: nucleolus 25.6µm^3"
117133,Low-frequency changes in outer hair cell (OHC) length that can be captured by video microscopy,Low-frequency changes in outer hair cell (OHC) length that can be captured by video microscopy,,Guinea Pig Cavia porcellus,,,,Hz,,,,Cells,,'â¤10
101849,Typical size of virion,Typical size,virion,HIV,,120.0,150.0,nm,,1.2000000000000002e-07,1.5000000000000002e-07,Other,,'120-150
101667,Virus diameter of HIV-1,Virus diameter,HIV-1,HIV,126.5,,,nm,1.265e-07,,,Other,126.5,'±16.4
102598,Length of Rev response element (RRE),Length,Rev response element (RRE),HIV,350.0,,,bp,350.0,,,Other,350,
102675,size of pore across HIV TAT protein allowing passage through membrane,size,pore across HIV TAT protein allowing passage through membrane,HIV,3.0,,,nm,3.0000000000000004e-09,,,Small molecules & proteins,3,
105769,Genome size of HIV-1 HXB2,Genome size,HIV-1 HXB2,HIV,9719.0,,,nts,9719.0,,,Other,9719,
105871,Burst size in lymphoid memory T cell (in vitro),Burst size in lymphoid memory T cell (in vitro),,HIV,,,,virions/cell,,,,Cells,,'570 after 1.5 days of culture: 780 after 3.5 days
105872,Burst size in lymphoid memory T cell (in vitro),Burst size in lymphoid memory T cell (in vitro),,HIV,,,,virions/cell,,,,Cells,,'1400 isolated cells: 2450 cells remixed with tissue
103116,virion diameter,Diameter,virion,HPV human papillomavirus,60.0,,,nm,6.000000000000001e-08,,,Other,60,
103118,diameter of capsid shell layer,diameter,capsid shell layer,HPV human papillomavirus,2.0,,,nm,2e-09,,,Other,2,
103120,Capsomer trunk diameter,Diameter,capsomer trunk,HPV human papillomavirus,8.6,,,nm,8.600000000000001e-09,,,Other,8.6,
111468,Average diameter of alpha carboxysome,Average diameter,alpha carboxysome,Halothiobacillus neapolitanus,97.1,,,nm,9.71e-08,,,Other,97.1,
115568,Cell diameter,Diameter,cell,HeLa cell line,17.1,,,µm,1.7100000000000002e-05,,,Cells,17.1,'±0.14 Table link - http://bionumbers.hms.harvard.edu/files/Parameters%20for%20the%20measurement%20of%20HeLa%20cell%20surface.pdf
106466,Virion size,Size,virion,Hepatitis B virus,42.0,,,nm,4.2000000000000006e-08,,,Other,42,
113090,Capsid diameter,Diameter,capsid,Hepatitis delta virus,,35.0,41.0,nm,,3.5e-08,4.1e-08,Other,,'35 -41
105570,Genome size (smallest known RNA virus genome),Genome size (smallest known RNA virus genome),,Hepatitis delta virus,1.7,,,Kb,1.7,,,DNA/RNA structures,1.7,
100692,Length of myelinated nerve fibers in brain,Length,myelinated nerve fibers in brain,Human Homo sapiens,,0.0,180.0,km,,0.0,180.0,Other,,"'150,000-180,000"
101477,Volume of alveolus,Volume,alveolus,Human Homo sapiens,4200000.0,0.0,4.0,µm^3,4.200000000000001e-12,0.0,4e-18,Other,4200000,"'3,300,000 to 4,800,000 table link - http://bionumbers.hms.harvard.edu/files/Lung%20and%20alveoli.pdf"
109408,Mitochondrial volume in HeLa cells 0 to 19 hours after mitosis,Mitochondrial volume in HeLa cells 0 to 19 hours after mitosis,,Human Homo sapiens,,0.27,0.31,Î¼m^3,,2.7000000000000006e-19,3.1000000000000004e-19,Cell organelles,,'0.27 to 0.31 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf
109404,HeLa cell cytoplasmic volume 0 to 19 hours after mitosis,HeLa cell cytoplasmic volume 0 to 19 hours after mitosis,,Human Homo sapiens,,1.0,891.0,Î¼m^3,,1e-18,8.91e-16,Cell organelles,,"'891 to 1,973 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf"
109402,HeLa cell volume 0 to 19 hours after mitosis,HeLa cell volume 0 to 19 hours after mitosis,,Human Homo sapiens,,2.0,403.0,Î¼m^3,,2e-18,4.0300000000000004e-16,Cells,,"'1,403 to 2,751 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf"
105966,Volume of a single chromatid during mitosis,Volume,a single chromatid during mitosis,Human Homo sapiens,10.0,4.0,23.0,µm^3,1e-17,4e-18,2.3e-17,DNA/RNA structures,10,'4 to 23
105965,Volume of a single chromosome during interphase (4 hours after mitosis),Volume,a single chromosome during interphase (4 hours after mitosis),Human Homo sapiens,29.0,13.0,87.0,µm^3,2.9e-17,1.3000000000000002e-17,8.700000000000001e-17,DNA/RNA structures,29,'13 to 87
109892,Selected values of sperm cell volume,Selected values,sperm cell volume,Human Homo sapiens,,15.4,37.5,Î¼m^3,,1.54e-17,3.7500000000000005e-17,Cells,,'15.4 - 37.5 Table link - http://bionumbers.hms.harvard.edu/files/Selected%20values%20of%20the%20human%20sperm%20volume.pdf
100434,Characteristic cell volume,Volume,characteristic cell,Human Homo sapiens,2250.0,500.0,4000.0,µm^3,2.2500000000000003e-15,5e-16,4e-15,Cells,2250,'500 - 4000
102635,Volume of marker taken up by a dendritic cell,Volume,marker taken up by a dendritic cell,Human Homo sapiens,,1000.0,1500.0,µm^3,,1e-15,1.5000000000000001e-15,Cells,,'1000-1500
103725,HeLa cell volume,Volume,hela cell,Human Homo sapiens,2425.0,1198.0,4290.0,µm^3,2.425e-15,1.1980000000000001e-15,4.290000000000001e-15,Cells,2425,'1198-4290
103719,HeLa cell volume,Volume,hela cell,Human Homo sapiens,,4400.0,5000.0,µm^3,,4.4000000000000005e-15,5e-15,Cells,,'4400-5000 table link - http://bionumbers.hms.harvard.edu/files/Comparison%20of%20the%20values%20for%20mean%20cell%20volume%20obtained%20by%20different%20methods.pdf
108451,Size of synaptic cleft,Size,synaptic cleft,Human Homo sapiens,,20.0,40.0,nm,,2e-08,4e-08,Other,,'20 to 40
102706,Diameter of synaptic vesicle,Diameter,synaptic vesicle,Human Homo sapiens,,40.0,50.0,nm,,4e-08,5.0000000000000004e-08,Cell organelles,,'40-50
116474,Width or diameter of spindle-shaped macrofibrils in hair,Width or diameter,spindle-shaped macrofibrils in hair,Human Homo sapiens,,0.1,0.4,µm,,1e-07,4e-07,Other,,'~0.1 - 0.4
102637,Size of macropinocytosis vesicles,Size,macropinocytosis vesicles,Human Homo sapiens,,0.3,5.0,µm,,3e-07,4.9999999999999996e-06,Cell organelles,,'0.3-5
111181,Diameter of an autophagosome in mammalian cells,Diameter,an autophagosome in mammalian cells,Human Homo sapiens,900.0,500.0,1500.0,nM,9.000000000000001e-07,5.000000000000001e-07,1.5e-06,Cells,900,'500-1500
110480,Large intestine fluid volume as determined by magnetic resonance imaging (MRI),Large intestine fluid volume as determined by magnetic resonance imaging (MRI),,Human Homo sapiens,13.0,1.0,44.0,mL,1.3000000000000001e-05,1e-06,4.4e-05,Other,13,'1 - 44 Table link - http://bionumbers.hms.harvard.edu/files/Gastrointestinal%20fluid%20volumes%20as%20determined%20by%20magnetic%20resonance%20imaging%20(MRI).pdf
109780,Dimensions of RIS (Rod inner Segment) in eye of young,Dimensions,RIS (Rod inner Segment) in eye of young,Human Homo sapiens,,2.05,2.27,Î¼m,,2.05e-06,2.27e-06,Other,,'2.05 to 2.27
109781,Dimensions of RIS (Rod inner Segment) in eye of old,Dimensions,RIS (Rod inner Segment) in eye of old,Human Homo sapiens,,2.32,2.56,Î¼m,,2.32e-06,2.56e-06,Other,,'2.32 to 2.56
103717,Average length of microvilli of HeLa cell,Average length,microvilli of HeLa cell,Human Homo sapiens,,4.0,6.0,µm,,4e-06,6e-06,Cells,,'4-6
111438,Lymphocyte diameter,Diameter,lymphocyte,Human Homo sapiens,6.05,5.98,6.09,Î¼m,6.05e-06,5.98e-06,6.089999999999999e-06,Other,6.05,'5.98 - 6.09 (value for each donor) table link - http://bionumbers.hms.harvard.edu/files/Leukocyte%20size%20as%20measured%20by%20flow%20cytometry%20(axial%20pulse%20extinction)%20and%20Coulter%20counter%20analysis%20.pdf
100507,Diameter of peripheral blood lymphocytes,Diameter,peripheral blood lymphocytes,Human Homo sapiens,7.3,6.8,7.8,µm,7.2999999999999996e-06,6.799999999999999e-06,7.8e-06,Other,7.3,'6.8-7.8
100510,Diameter of neutrophil,Diameter,neutrophil,Human Homo sapiens,8.4,7.3,9.7,µm,8.4e-06,7.2999999999999996e-06,9.699999999999999e-06,Other,8.4,'7.3-9.7 table link - http://bionumbers.hms.harvard.edu/files/Leukocyte%20size%20as%20measured%20by%20flow%20cytometry%20(axial%20pulse%20extinction)%20and%20Coulter%20counter%20analysis%20.pdf
100508,Diameter of monocyte,Diameter,monocyte,Human Homo sapiens,8.79,7.72,9.99,µm,8.789999999999999e-06,7.719999999999999e-06,9.99e-06,Other,8.79,'7.72-9.99 table link - http://bionumbers.hms.harvard.edu/files/Leukocyte%20size%20as%20measured%20by%20flow%20cytometry%20(axial%20pulse%20extinction)%20and%20Coulter%20counter%20analysis%20.pdf
108368,Diameter of normal resting lymphocyte,Diameter,normal resting lymphocyte,Human Homo sapiens,,8.0,11.0,Î¼m,,8e-06,1.1e-05,Other,,'8 to 11
108922,Size of ES (embryonic stem) cell,Size,ES (embryonic stem) cell,Human Homo sapiens,,9.0,12.0,Î¼m,,9e-06,1.2e-05,Cells,,'9 to 12 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
115130,Diameters at the proximal end of the visible arteriolar nailfold capillary limb,Diameters at the proximal end,the visible arteriolar nailfold capillary limb,Human Homo sapiens,,9.0,12.0,µm,,9e-06,1.2e-05,Other,,'~9-12
108918,Size of HEK (Human Embryonic Kidney) 293 cell,Size,HEK (Human Embryonic Kidney) 293 cell,Human Homo sapiens,,11.0,15.0,Î¼m,,1.1e-05,1.4999999999999999e-05,Cells,,'11 to 15 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108885,Diameter of embryonic stem cell,Diameter,embryonic stem cell,Human Homo sapiens,,12.0,13.0,Î¼m,,1.2e-05,1.3e-05,Cells,,'12 to 13
108909,Diameter of U266B1 blood cell,Diameter,U266B1 blood cell,Human Homo sapiens,,12.0,13.0,Î¼m,,1.2e-05,1.3e-05,Cells,,'12 to 13
108941,Size of U87 (glioblastoma) cell,Size,U87 (glioblastoma) cell,Human Homo sapiens,,12.0,14.0,Î¼m,,1.2e-05,1.4e-05,Cells,,'12 to 14 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
115131,Size of apparent lumen in the venous end of nailfold capillary limb,Size,apparent lumen in the venous end of nailfold capillary limb,Human Homo sapiens,,12.0,18.0,µm,,1.2e-05,1.8e-05,Other,,'12-18
108923,Size of HUVEC (human umbilical vein endothelial cell),Size,HUVEC (human umbilical vein endothelial cell),Human Homo sapiens,,14.0,15.0,Î¼m,,1.4e-05,1.4999999999999999e-05,Cells,,'14 to 15 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108926,Size of MCF-7 (breast cancer) cell,Size,MCF-7 (breast cancer) cell,Human Homo sapiens,,15.0,17.0,Î¼m,,1.4999999999999999e-05,1.7e-05,Cells,,'15 to 17 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108908,Diameter of U-2 OS bone marrow cell,Diameter,U-2 OS bone marrow cell,Human Homo sapiens,,16.0,17.0,Î¼m,,1.6e-05,1.7e-05,Cells,,'16 to 17
106856,Diameter of human hair,Diameter,human hair,Human Homo sapiens,,17.0,181.0,Î¼m,,1.7e-05,0.00018099999999999998,Other,,'17 to 181 http://tinyurl.com/5uarkf
108903,"Diameter of Genomic DNA (MCF7) (mammary, breast) cell",Diameter,"Genomic DNA (MCF7) (mammary, breast) cell",Human Homo sapiens,,20.0,24.0,Î¼m,,1.9999999999999998e-05,2.4e-05,DNA/RNA structures,,'20 to 24
103938,Brain tumor volume,Volume,brain tumor,Human Homo sapiens,,22.0,85.0,cm^3,,2.2e-05,8.499999999999999e-05,Other,,'22-85
109786,Length of foveal cone outer segments in eye,Length,foveal cone outer segments in eye,Human Homo sapiens,,27.0,43.0,Î¼m,,2.7e-05,4.2999999999999995e-05,Other,,'27 to 43
109547,Diameter of large liver cells,Diameter,large liver cells,Human Homo sapiens,,50.0,100.0,Î¼m,,4.9999999999999996e-05,9.999999999999999e-05,Cells,,'50 to 100
114258,Diameter of scalp hair,Diameter,scalp hair,Human Homo sapiens,,60.0,80.0,µm,,5.9999999999999995e-05,7.999999999999999e-05,Other,,'60 - 80
101573,Size of one epithelial cell,Size,one epithelial cell,Human Homo sapiens,,1.0,5.0,cm^2,,0.0001,0.0005,Cells,,'1-5e-7
109684,Length of fibres of Henle for foveal cones,Length,fibres of Henle for foveal cones,Human Homo sapiens,,125.0,260.0,Î¼m,,0.000125,0.00026,Other,,'125 to 260
116113,Adult human tidal volume,Volume,adult human tidal,Human Homo sapiens,500.0,300.0,700.0,ml,0.0005,0.0003,0.0007000000000000001,Other,500,'300-700
105349,Pupil diameter,Diameter,pupil,Human Homo sapiens,,1.0,8.0,mm,,0.001,0.008,Other,,'1-8
109068,Particle size of the food emptied through the pylorus during the fed state,Particle size,the food emptied through the pylorus during the fed state,Human Homo sapiens,,1.0,2.0,mm,,0.001,0.002,Other,,'<1 to 2
112606,Length of Pacinian corpuscles in adult hand,Length,Pacinian corpuscles in adult hand,Human Homo sapiens,,3.0,4.0,mm,,0.003,0.004,Other,,'â¤3 - 4
105402,Length of centromeric DNA in human chromosomes,Length,centromeric DNA in human chromosomes,Human Homo sapiens,,0.2,7.0,megabases,,0.2,7.0,DNA/RNA structures,,'0.2-7
101988,Length of flanking homologous regions required for gene targeting mediated by adeno-associated virus (AAV),Length,flanking homologous regions required for gene targeting mediated by adeno-associated virus (AAV),Human Homo sapiens,0.9,0.9,1.3,kb,0.9,0.9,1.3,Other,0.9,'0.9-1.3
103642,Percent of pancreas volume occupied by Islet of Langerhans,Percent,pancreas volume occupied by Islet of Langerhans,Human Homo sapiens,,1.0,2.0,%,,1.0,2.0,Other,,'1-2
110333,Volumes for milk secreted,Volumes for milk secreted,,Human Homo sapiens,850.0,1.0,500.0,ml/day,850.0,1.0,500.0,Other,850,"'500-1,000"
100926,Size of daily variations in body temperature,Size,daily variations in body temperature,Human Homo sapiens,,1.2,1.4,deg C,,1.2,1.4,Other,,'1.2-1.4
111314,Volume of ileal effluent which passes daily through the ileocaecal valve,Volume,ileal effluent which passes daily through the ileocaecal valve,Human Homo sapiens,,1.5,2.0,litres,,1.5,2.0,Other,,'1.5 - 2
100578,Surface Area of Human Skin,Surface Area,Human Skin,Human Homo sapiens,,1.6,1.8,m^2,,1.6,1.8,Tissues & organs,,'1.6-1.8 http://tinyurl.com/5wfxp8
112012,Mean Body surface area (BSA),Mean Body surface area (BSA),,Human Homo sapiens,1.79,1.78,1.8,m^2,1.79,1.78,1.8,Other,1.79,'1.78 - 1.80
105969,Variability in volume of a sister chromosome during interphase,Variability in volume,a sister chromosome during interphase,Human Homo sapiens,20.4,4.9,68.0,%,20.4,4.9,68.0,DNA/RNA structures,20.4,'4.9 to 68
104316,Average gene size,Size,average gene,Human Homo sapiens,,10.0,15.0,kbp,,10.0,15.0,Other,,'10-15
107714,Length of double-stranded TTAGGG repeats in telomers,Length,double-stranded TTAGGG repeats in telomers,Human Homo sapiens,,10.0,15.0,kb,,10.0,15.0,Other,,'10 to 15
114631,Variability of size in brain (possibly only in forebrain),Variability,size in brain (possibly only in forebrain),Human Homo sapiens,,15.0,20.0,% above and below the mean values,,15.0,20.0,Other,,'~15 - 20
115165,Degree of variability in macroscopic sizes of brain and cortex and in microscopic neuronal sizes,Degree,variability in macroscopic sizes of brain and cortex and in microscopic neuronal sizes,Human Homo sapiens,,15.0,20.0,% above and below the mean,,15.0,20.0,Other,,'15 - 20
102585,Length of mature miRNA,Length,mature miRNA,Human Homo sapiens,,18.0,24.0,nucleotides,,18.0,24.0,DNA/RNA structures,,'18-24
102484,Length of siRNA,Length,siRNA,Human Homo sapiens,,21.0,23.0,nucleotides,,21.0,23.0,DNA/RNA structures,,'21-23
100701,Diameter of taste bud,Diameter,taste bud,Human Homo sapiens,,30.0,60.0,micron,,30.0,60.0,Other,,'30-60
102583,Length of pre-miRNA stem loop structure,Length,pre-miRNA stem loop structure,Human Homo sapiens,,60.0,80.0,nucleotides,,60.0,80.0,DNA/RNA structures,,'~60-80
109403,Percent of cytoplasm volume out of total cell volume in HeLa cells 0 to 19 hours after mitosis,Percent,cytoplasm volume out of total cell volume in HeLa cells 0 to 19 hours after mitosis,Human Homo sapiens,,68.0,74.9,%,,68.0,74.9,Cell organelles,,'68 to 74.9 Table link - http://bionumbers.hms.harvard.edu/files/Estimates%20of%20Three-Dimensional%20Cellular%20and%20Mitochondrial%20Parameters.pdf
105847,Length of fibroblast growth factor (FGF) and fibroblast growth factor receptor (FGFR),Length,fibroblast growth factor (FGF) and fibroblast growth factor receptor (FGFR),Human Homo sapiens,,150.0,300.0,Amino acids,,150.0,300.0,Other,,'FGF ~150-300: FGFR 800
100396,Euchromatic genome Size,Size,euchromatic genome,Human Homo sapiens,2880000000.0,,,Base pairs,2880000000.0,,,Other,2880000000,
100509,Diameter of erythrocytes,Diameter,erythrocytes,Human Homo sapiens,7.81,,,µm,7.81e-06,,,Other,7.81,'±0.63
100514,Diameter of binucleated plasma cells,Diameter,binucleated plasma cells,Human Homo sapiens,26.9,,,µm,2.6899999999999997e-05,,,Cells,26.9,
100707,Diameter of macula (in retina),Diameter,macula (in retina),Human Homo sapiens,4.0,,,mm,0.004,,,Other,4,
100797,Radius of aorta,Radius,aorta,Human Homo sapiens,,,,cm,,,,Other,,'~1.5
100798,Dimensions of red blood cell (shape is basically a circular disc),Dimensions,red blood cell (shape is basically a circular disc),Human Homo sapiens,,,,µm,,,,Cells,,'diameter ~8: thickness 2
100927,mitochondria volume share in the cell,mitochondria volume share in the cell,,Human Homo sapiens,13.0,,,%,13.0,,,Cell organelles,13,
101402,Volume of nucleus of Hela cell,Volume,nucleus of Hela cell,Human Homo sapiens,374.0,,,µm^3,3.74e-16,,,Nuclei,374,'Table link - http://bionumbers.hms.harvard.edu/files/MaulGGnuclearpore1977.pdf
101403,Volume of Nuclei in lung tissue,Volume,Nuclei in lung tissue,Human Homo sapiens,170.0,,,um^3,1.7e-16,,,Nuclei,170,
101404,Volume of Nuclei in lympohocytes,Volume,Nuclei in lympohocytes,Human Homo sapiens,232.0,,,µm^3,2.32e-16,,,Nuclei,232,
101484,Overall genome size,Size,overall genome,Human Homo sapiens,3080000000.0,,,Base pairs,3080000000.0,,,Other,3080000000,
101642,Mean size of exon in single-exon genes,Mean size,exon in single-exon genes,Human Homo sapiens,2087.0,,,bp,2087.0,,,Other,2087,
101643,Mean size of first exons in a gene,Mean size,first exons in a gene,Human Homo sapiens,279.0,,,bp,279.0,,,Other,279,
101644,Mean size of last exon in a gene,Mean size,last exon in a gene,Human Homo sapiens,1325.0,,,bp,1325.0,,,Other,1325,
101645,Mean size of middle exon in a gene,Mean size,middle exon in a gene,Human Homo sapiens,151.0,,,bp,151.0,,,Other,151,
101646,Mean size of a middle intron in a gene,Mean size,a middle intron in a gene,Human Homo sapiens,4847.0,,,bp,4847.0,,,Other,4847,
101647,Mean size of a last intron in a gene,Mean size,a last intron in a gene,Human Homo sapiens,4310.0,,,bp,4310.0,,,Other,4310,
101648,Mean size of a first intron in a gene,Mean size,a first intron in a gene,Human Homo sapiens,14186.0,,,bp,14186.0,,,Other,14186,
101649,Mean size of intron in single-intron genes,Mean size,intron in single-intron genes,Human Homo sapiens,8425.0,,,bp,8425.0,,,Other,8425,
101652,Mean protein size,Size,mean protein,Human Homo sapiens,476.0,,,aa,476.0,,,Small molecules & proteins,476,
101653,Largest protein size - titin,Largest protein size - titin,,Human Homo sapiens,33423.0,,,aa,33423.0,,,Small molecules & proteins,33423,
101664,Volume of human oocyte,Volume,human oocyte,Human Homo sapiens,3.59,,,nL,3.5900000000000003e-12,,,Other,3.59,'±0.12
101707,Volume of blood in average-sized (70 Kg) person,Volume,blood in average-sized (70 Kg) person,Human Homo sapiens,5.5,,,L,0.0055,,,Other,5.5,
101711,Volume of erythrocyte,Volume,erythrocyte,Human Homo sapiens,97.0,,,µm^3,9.700000000000001e-17,,,Other,97,
101712,Volume of erythrocyte at 300 mOsm,Volume,erythrocyte at 300 mOsm,Human Homo sapiens,94.0,,,µm^3,9.400000000000001e-17,,,Other,94,'±14
101713,Volume of erythrocyte at 217 mOsm,Volume,erythrocyte at 217 mOsm,Human Homo sapiens,116.0,,,µm^3,1.16e-16,,,Other,116,'±16
101714,Volume of erythrocyte at 131 mOsm,Volume,erythrocyte at 131 mOsm,Human Homo sapiens,164.0,,,µm^3,1.64e-16,,,Other,164,'±23
101715,Surface area of erythrocyte at 300 and 217 mOsm,Surface area,erythrocyte at 300 and 217 mOsm,Human Homo sapiens,135.0,,,µm^2,1.35e-10,,,Other,135,
101716,Surface area of erythrocyte at 131 mOsm,Surface area,erythrocyte at 131 mOsm,Human Homo sapiens,145.0,,,µm^2,1.45e-10,,,Other,145,'±14
101804,surface area of human erythrocyte,surface area,human erythrocyte,Human Homo sapiens,150.0,,,µm^2,1.5e-10,,,Other,150,
101813,Length of Spectrin tetramer in erythrocyte cortex,Length,Spectrin tetramer in erythrocyte cortex,Human Homo sapiens,200.0,,,nm,2.0000000000000002e-07,,,Other,200,
102123,Developmental stages including approximate age and size,Size,developmental stages including approximate age and,Human Homo sapiens,,,,,,,,Other,,'Table Link - http://bionumbers.hms.harvard.edu/files/humandevelopment.pdf
102187,Diameter of oocyte in graaffian stage,Diameter,oocyte in graaffian stage,Human Homo sapiens,120.0,,,µm,0.00011999999999999999,,,Other,120,'Graph link - http://bionumbers.hms.harvard.edu/files/Oocyte%20Growth%20in%20Maturational%20Stages.pdf
102195,Diameter of follicle in graaffian stage,Diameter,follicle in graaffian stage,Human Homo sapiens,18800.0,,,µm,0.0188,,,Other,18800,'Graph link - http://bionumbers.hms.harvard.edu/files/Follicular%20Growth%20in%20Maturational%20Stages.pdf
102349,Volume of lymphocyte,Volume,lymphocyte,Human Homo sapiens,206.0,,,µm^3,2.0600000000000002e-16,,,Other,206,'±14.4
102503,Length of RNA of 28S subunit of large subunit of ribosome,Length,RNA of 28S subunit of large subunit of ribosome,Human Homo sapiens,5190.0,,,nucleotides,5190.0,,,DNA/RNA structures,5190,
102504,Length of RNA of 5.8S subunit of large subunit of ribosome,Length,RNA of 5.8S subunit of large subunit of ribosome,Human Homo sapiens,159.0,,,nucleotides,159.0,,,DNA/RNA structures,159,
102505,Length of RNA of 5S subunit of large subunit of ribosome,Length,RNA of 5S subunit of large subunit of ribosome,Human Homo sapiens,121.0,,,nucleotides,121.0,,,DNA/RNA structures,121,
102506,Length of RNA of 18S subunit of small subunit of ribosome,Length,RNA of 18S subunit of small subunit of ribosome,Human Homo sapiens,1870.0,,,nucleotides,1870.0,,,DNA/RNA structures,1870,
102563,Length of centimorgan,Length,centimorgan,Human Homo sapiens,750000.0,,,bp,750000.0,,,Tissues & organs,750000,
102574,Mean 3 prime-UTR length in mRNA transcripts,Mean 3 prime-UTR length in mRNA transcripts,,Human Homo sapiens,500.0,,,nt,500.0,,,DNA/RNA structures,500,
102575,Mean 5 prime-UTR length in mRNA transcripts,Mean 5 prime-UTR length in mRNA transcripts,,Human Homo sapiens,150.0,,,nt,150.0,,,DNA/RNA structures,150,
102636,Size of micropinocytosis vesicles,Size,micropinocytosis vesicles,Human Homo sapiens,0.1,,,µm,1e-07,,,Cell organelles,0.1,
102641,Diameter of dendritic cell,Diameter,dendritic cell,Human Homo sapiens,7.0,,,µm,7e-06,,,Cells,7,
102654,Length of Major Histocompatibility Complex MHC Genome region,Length,Major Histocompatibility Complex MHC Genome region,Human Homo sapiens,3600000.0,,,nucleotides,3600000.0,,,Other,3600000,
102980,Length of longest chromosome,Length,longest chromosome,Human Homo sapiens,10.0,,,cm,0.1,,,DNA/RNA structures,10,
103017,Diameter of arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Diameter,arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Human Homo sapiens,19.7,,,µm,1.9699999999999998e-05,,,Nuclei,19.7,'Table link - http://bionumbers.hms.harvard.edu/files/Mean%2B-SEM%20of%20cell%20size%20parameters%20in%20AVP%20(arginine%20vasopressin)%20neurons%20in%20different%20age%20groups%20in%20the%20SON%20(supraoptic%20nuclei).pdf
103172,Percent of prefrontal lobe volume out of neocortex volume,Percent,prefrontal lobe volume out of neocortex volume,Human Homo sapiens,29.0,,,%,29.0,,,Other,29,
103178,Volume of cerebellum,Volume,cerebellum,Human Homo sapiens,124.8,,,cm^3,0.0001248,,,Other,124.8,
103180,Mean volume of perikaryon of purkinje cell in cerebellum,Mean volume,perikaryon of purkinje cell in cerebellum,Human Homo sapiens,13700.0,,,µm^3,1.3700000000000001e-14,,,Cells,13700,
103181,Mean volume of nucleus of purkinje cell in cerebellum,Mean volume,nucleus of purkinje cell in cerebellum,Human Homo sapiens,1320.0,,,µm^3,1.3200000000000001e-15,,,Nuclei,1320,
103188,Volume of the neocortex,Volume,the neocortex,Human Homo sapiens,489.0,,,cm^3,0.000489,,,Other,489,
103189,Volume of the archicortex,Volume,the archicortex,Human Homo sapiens,38.3,,,cm^3,3.8299999999999996e-05,,,Other,38.3,
103190,Volume of White matter in neocortex,Volume,White matter in neocortex,Human Homo sapiens,451.0,,,cm^3,0.00045099999999999996,,,Other,451,
103191,Volume of central grey area in neocortex,Volume,central grey area in neocortex,Human Homo sapiens,41.5,,,cm^3,4.15e-05,,,Other,41.5,
103192,Neocortex ventricular volume,Volume,neocortex ventricular,Human Homo sapiens,16.9,,,cm^3,1.6899999999999997e-05,,,Other,16.9,
103195,Cerebral cortex proportion out of central nervous system (by volume),Cerebral cortex proportion out,central nervous system (by volume),Human Homo sapiens,77.0,,,%,77.0,,,Other,77,
103197,Diencephalon proportion out of central nervous system (by volume),Diencephalon proportion out,central nervous system (by volume),Human Homo sapiens,4.0,,,%,4.0,,,Other,4,
103198,Cerebellum proportion out of central nervous system (by volume),Cerebellum proportion out,central nervous system (by volume),Human Homo sapiens,10.0,,,Percent,10.0,,,Other,10,
103202,Spinal cord proportion out of central nervous system (by volume),Spinal cord proportion out,central nervous system (by volume),Human Homo sapiens,2.0,,,Percent,2.0,,,Other,2,
103204,Hindbrain proportion out of central nervous system (by volume),Hindbrain proportion out,central nervous system (by volume),Human Homo sapiens,2.0,,,Percent,2.0,,,Other,2,
103208,Diameter of epidermal growth factor receptor,Diameter,epidermal growth factor receptor,Human Homo sapiens,5.151,,,nm,5.151e-09,,,Other,5.151,
