bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
106356,Volume of nucleus,Volume,nucleus,Budding yeast Saccharomyces cerevisiae,10.3,,,Î¼m^3,1.0300000000000002e-17,,,Nuclei,10.3,'±3.7
105965,Volume of a single chromosome during interphase (4 hours after mitosis),Volume,a single chromosome during interphase (4 hours after mitosis),Human Homo sapiens,29.0,13.0,87.0,µm^3,2.9e-17,1.3000000000000002e-17,8.700000000000001e-17,DNA/RNA structures,29,'13 to 87
104800,Volume of chloroplast,Volume,chloroplast,Spinach Spinacia oleracea,31.0,,,µm^3,3.1000000000000005e-17,,,Cell organelles,31,
114941,Cell volume,Volume,cell,Yeast Exophiala dermatitidis,36.0,,,µm^3,3.6000000000000006e-17,,,Cells,36,'±12.6
100427,Median haploid cell volume,Volume,median haploid cell,Budding yeast Saccharomyces cerevisiae,42.0,,,µm^3,4.2000000000000005e-17,,,Cells,42,'±2
104861,Volume of mature erythrocyte,Volume,mature erythrocyte,Mouse Mus musculus,45.5,,,µm^3,4.5500000000000006e-17,,,Other,45.5,'±3
100452,Cell volume,Volume,cell,Budding yeast Saccharomyces cerevisiae,66.0,,,µm^3,6.6e-17,,,Cells,66,
104862,Volume of reticulocyte,Volume,reticulocyte,Mouse Mus musculus,66.0,,,µm^3,6.6e-17,,,Other,66,'±8.3
106637,Volume of nuclei from wild-type anther filament cells,Volume,nuclei from wild-type anther filament cells,Thale cress Arabidopsis thaliana,72.4,,,Î¼m^3,7.240000000000002e-17,,,Nuclei,72.4,'±7.5
101397,Volume of Nucleus,Volume,Nucleus,Fruit fly Drosophila melanogaster,78.0,,,µm^3,7.800000000000001e-17,,,Nuclei,78,
101712,Volume of erythrocyte at 300 mOsm,Volume,erythrocyte at 300 mOsm,Human Homo sapiens,94.0,,,µm^3,9.400000000000001e-17,,,Other,94,'±14
101711,Volume of erythrocyte,Volume,erythrocyte,Human Homo sapiens,97.0,,,µm^3,9.700000000000001e-17,,,Other,97,
101713,Volume of erythrocyte at 217 mOsm,Volume,erythrocyte at 217 mOsm,Human Homo sapiens,116.0,,,µm^3,1.16e-16,,,Other,116,'±16
109091,Volume of erythrocyte,Volume,erythrocyte,Elephant sp.,119.7,,,Î¼m^3,1.197e-16,,,Other,119.7,
104643,Erythrocyte volume,Volume,erythrocyte,Chicken Gallus gallus,121.0,,,Î¼m^3,1.2100000000000002e-16,,,Other,121,'±1
111439,Lymphocyte Volume,Volume,lymphocyte,Human Homo sapiens,125.0,,,µm^3,1.25e-16,,,Other,125,'±15
110528,Chloroplast volume,Volume,chloroplast,Chlamydomonas reinhardtii,129.13,,,µm^3,1.2913000000000001e-16,,,Cell organelles,129.13,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
106663,Volume of nucleus of COS-7 cell,Volume,nucleus of COS-7 cell,Mammalian tissue culture cell,140.0,,,µm^3,1.4e-16,,,Nuclei,140,'Table link - http://bionumbers.hms.harvard.edu/files/HeLa%20and%20COS7%20cell%20and%20nucleus'%20diameter%20and%20volume.pdf
108260,Volume of cell at cleavage,Volume,cell at cleavage,Fission yeast Schizosaccharomyces pombe,148.5,,,Î¼m^3,1.4850000000000002e-16,,,Cells,148.5,'±34.3
101406,Volume of Nuclei in lung tissue,Volume,Nuclei in lung tissue,Canyon mouse Peronyscus crinitus,153.0,,,µm^3,1.5300000000000002e-16,,,Nuclei,153,
103701,Polyploid cell volume,Volume,polyploid cell,Budding yeast Saccharomyces cerevisiae,153.6,,,µm^3,1.536e-16,,,Cells,153.6,'±16.5
106592,Volume of nucleus of human esophageal epithelial cells,Volume,nucleus of human esophageal epithelial cells,Human Homo sapiens,163.0,,,Î¼m^3,1.63e-16,,,Nuclei,163,'±51 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
101714,Volume of erythrocyte at 131 mOsm,Volume,erythrocyte at 131 mOsm,Human Homo sapiens,164.0,,,µm^3,1.64e-16,,,Other,164,'±23
101403,Volume of Nuclei in lung tissue,Volume,Nuclei in lung tissue,Human Homo sapiens,170.0,,,um^3,1.7e-16,,,Nuclei,170,
105108,Volume of chick dorsal root ganglia (DRG) cell,Volume,chick dorsal root ganglia (DRG) cell,Chicken Gallus gallus,175.0,,,µm^3,1.75e-16,,,Cells,175,
101400,Volume of Nuclei in ovary tissue,Volume,Nuclei in ovary tissue,Chinese hamster ovary (CHO),188.0,,,µm^3,1.8800000000000002e-16,,,Nuclei,188,
101407,Volume of Nuclei in heart tissue,Volume,Nuclei in heart tissue,Scaphiopus holbrooki,197.0,,,um^3,1.9700000000000002e-16,,,Nuclei,197,
102349,Volume of lymphocyte,Volume,lymphocyte,Human Homo sapiens,206.0,,,µm^3,2.0600000000000002e-16,,,Other,206,'±14.4
101399,Volume of Nuclei in embryo tissue,Volume,Nuclei in embryo tissue,Chicken Gallus gallus,210.0,,,um^3,2.1e-16,,,Nuclei,210,
108240,Lymphocyte volume,Volume,lymphocyte,Human Homo sapiens,210.0,,,Î¼m^3,2.1e-16,,,Other,210,
101404,Volume of Nuclei in lympohocytes,Volume,Nuclei in lympohocytes,Human Homo sapiens,232.0,,,µm^3,2.32e-16,,,Nuclei,232,
104667,Volume of rough ER in exocrine pancreatic cell,Volume,rough ER in exocrine pancreatic cell,Guinea Pig Cavia porcellus,249.3,,,µm^3,2.4930000000000003e-16,,,Cells,249.3,'±25.1 Table link - http://bionumbers.hms.harvard.edu/files/Volume%20and%20surface%20area%20of%20cells%20and%20organelles%20in%20pancreas.pdf
110360,Volume of cell,Volume,cell,Bacteria Chromatium okenii,270.0,,,µm^3,2.7e-16,,,Cells,270,
110530,Cell volume,Volume,cell,Chlamydomonas reinhardtii,271.6,,,µm^3,2.7160000000000006e-16,,,Cells,271.6,'Table link - http://bionumbers.hms.harvard.edu/files/Absolute%20and%20relative%20volume%20of%20several%20specimen%20organelles.pdf
100442,Nuclear volume,Volume,nuclear,Mammalian tissue culture cell,283.0,66.0,500.0,µm^3,2.83e-16,6.6e-17,5e-16,Nuclei,283,'66 - 500
101409,Volume of nuclei in kidney tissue,Volume,nuclei in kidney tissue,African clawed frog Xenopus laevis,294.0,,,µm^3,2.9400000000000004e-16,,,Nuclei,294,
115153,Volume of neutrophil,Volume,neutrophil,Human Homo sapiens,300.0,,,µm^3,3.0000000000000004e-16,,,Other,300,
101408,Volume of Nucleus in heart tissue,Volume,Nucleus in heart tissue,African clawed frog Xenopus laevis,307.0,,,µm^3,3.07e-16,,,Nuclei,307,
108241,Neutrophil volume,Volume,neutrophil,Human Homo sapiens,320.0,,,Î¼m^3,3.2e-16,,,Other,320,'±37
101402,Volume of nucleus of Hela cell,Volume,nucleus of Hela cell,Human Homo sapiens,374.0,,,µm^3,3.74e-16,,,Nuclei,374,'Table link - http://bionumbers.hms.harvard.edu/files/MaulGGnuclearpore1977.pdf
110905,Volume of keratocyte,Volume,keratocyte,Fish cichlid Hypsophrys nicaraguensis,400.0,300.0,600.0,µm^3,4.0000000000000004e-16,3.0000000000000004e-16,6.000000000000001e-16,Other,400,'300 - 600
101401,Volume of Nuclei in kidney tissue,Volume,Nuclei in kidney tissue,African Green monkey (CVI),421.0,,,µm^3,4.2100000000000004e-16,,,Nuclei,421,
101405,Volume of Nucleus,Volume,Nucleus,Mouse Mus musculus,435.0,,,µm^3,4.35e-16,,,Nuclei,435,
105995,Volume of nucleus of fibroblast,Volume,nucleus of fibroblast,Human Homo sapiens,500.0,,,µm^3,5e-16,,,Nuclei,500,
116925,Volume of PAM (Pulmonary Alveolar Macrophages),Volume,PAM (Pulmonary Alveolar Macrophages),Rat Rattus norvegicus,623.0,,,µm^3,6.230000000000001e-16,,,Other,623,
101410,Volume of Nuclei in embryo tissue,Volume,Nuclei in embryo tissue,Frog Rana pipiens,627.0,,,µm^3,6.27e-16,,,Nuclei,627,
101398,Volume of Nucleus,Volume,Nucleus,Tetrahymena pyriformis (GL),678.0,,,µm^3,6.780000000000001e-16,,,Nuclei,678,
104716,HeLa cell nucleus volume,Volume,hela cell nucleus,Human Homo sapiens,690.0,,,µm^3,6.900000000000001e-16,,,Nuclei,690,
103956,Alveolar type I cell volume,Volume,alveolar type i cell,Rat Rattus norvegicus,716.0,,,µm^3,7.160000000000001e-16,,,Cells,716,'±84
106591,Volume of human esophageal epithelial cells,Volume,human esophageal epithelial cells,Human Homo sapiens,1010.0,,,Î¼m^3,1.01e-15,,,Cells,1010,'±321 Table link - http://bionumbers.hms.harvard.edu/files/Descriptive%20statistics%20of%20selected%20features%20of%20human%20esophageal%20epithelial%20cells.pdf
109227,Volume of Î²-cell,Volume,Î²-cell,Rat Rattus norvegicus,1020.0,,,Î¼m^3,1.02e-15,,,Cells,1020,
116929,Volume of alveolar macrophage (AM) in normal rat,Volume,alveolar macrophage (AM) in normal rat,Rat Rattus norvegicus,1170.0,400.0,5000.0,µm^3,1.17e-15,4.0000000000000004e-16,5e-15,Other,1170,'400 - 5000
104797,Volume of palisade tissue (mesophyll) cell 7 days after bloom,Volume,palisade tissue (mesophyll) cell 7 days after bloom,Tree Oak Quercus,1200.0,,,µm^3,1.2000000000000002e-15,,,Tissues & organs,1200,
104144,Volume of tumorigenic cell in the exponential growth phase,Volume,tumorigenic cell in the exponential growth phase,Mammalian tissue culture cell,1530.0,,,µm^3,1.53e-15,,,Cells,1530,'±200
117326,Cell volume,Volume,cell,Algae Euglena gracilis,1580.0,,,Î¼m^3,1.58e-15,,,Cells,1580,
101411,Volume of Nuclei in heart tissue,Volume,Nuclei in heart tissue,Triturus cristatus,1748.0,,,µm^3,1.7480000000000002e-15,,,Nuclei,1748,
115154,Volume of MCF-7 (breast cancer) cell,Volume,MCF-7 (breast cancer) cell,Human Homo sapiens,1760.0,,,µm^3,1.7600000000000002e-15,,,Cells,1760,
106690,Volume of neuron in the medial preoptic nucleus (MPN mag),Volume,neuron in the medial preoptic nucleus (MPN mag),Syrian Hamster Mesocricetus auratus,2000.0,,,Î¼m^3,2e-15,,,Nuclei,2000,
101666,Volume of COS-7 cell,Volume,COS-7 cell,Mammalian tissue culture cell,2016.0,,,µm^3,2.016e-15,,,Cells,2016,'±208.6
104143,Volume of nontumorigenic cell in the exponential phase,Volume,nontumorigenic cell in the exponential phase,Mammalian tissue culture cell,2110.0,,,µm^3,2.11e-15,,,Cells,2110,'±180
100434,Characteristic cell volume,Volume,characteristic cell,Human Homo sapiens,2250.0,500.0,4000.0,µm^3,2.2500000000000003e-15,5e-16,4e-15,Cells,2250,'500 - 4000
108244,Volume of senescent human diploid fibroblast,Volume,senescent human diploid fibroblast,Human Homo sapiens,2260.0,,,µm^3,2.26e-15,,,Other,2260,'Table link - http://bionumbers.hms.harvard.edu/files/Cell%20population%20doubling%20time%20and%20modal%20cell%20volumes%20at%20different%20levels%20of%20in%20vitro%20passage.pdf
103725,HeLa cell volume,Volume,hela cell,Human Homo sapiens,2425.0,1198.0,4290.0,µm^3,2.425e-15,1.1980000000000001e-15,4.290000000000001e-15,Cells,2425,'1198-4290
104614,Volume of HepG2 liver cancer cell,Volume,HepG2 liver cancer cell,Human Homo sapiens,2850.0,,,µm^3,2.85e-15,,,Cells,2850,
104895,Volume of arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Volume,arginine vasopressin synthesizing neuron in the hypothalamic supraoptic nucleus,Human Homo sapiens,3042.0,,,µm^3,3.042e-15,,,Nuclei,3042,'±491 table link - http://bionumbers.hms.harvard.edu/files/Mean%2B-SEM%20of%20cell%20size%20parameters%20in%20AVP%20(arginine%20vasopressin)%20neurons%20in%20different%20age%20groups%20in%20the%20SON%20(supraoptic%20nuclei).pdf
105879,Volume of HeLa cell,Volume,HeLa cell,Human Homo sapiens,3700.0,,,µm^3,3.7e-15,,,Cells,3700,"'±1,500 Table link - http://bionumbers.hms.harvard.edu/files/Cross%20section%20and%20volumeof%20HeLa%20cells.pdf"
108242,Volume of outer hair cell 50 Î¼m long,Volume,outer hair cell 50 Î¼m long,Mammals,3900.0,,,Î¼m^3,3.9e-15,,,Cells,3900,
105906,Volume of a typical cell,Volume,a typical cell,Mammalian tissue culture cell,4000.0,,,µm^3,4e-15,,,Cells,4000,
101379,Volume of Nucleus in lens tissue,Volume,Nucleus in lens tissue,Notophthalmus viridescens,4174.0,,,µm^3,4.174e-15,,,Nuclei,4174,
110127,Megakaryocyte volume,Volume,megakaryocyte,Human Homo sapiens,4700.0,,,Î¼m^3,4.700000000000001e-15,,,Other,4700,'±100 Table link - http://bionumbers.hms.harvard.edu/files/Normal%20Thrombokinetics.pdf
103566,Volume of alveolar macrophage cell,Volume,alveolar macrophage cell,Human Homo sapiens,4990.0,,,µm^3,4.99e-15,,,Cells,4990,'±174 Table link - http://bionumbers.hms.harvard.edu/files/Interspecies%20comparison%20of%20alveolar%20macrophage%20size.pdf
115150,Volume of newly isolated hepatocyte,Volume,newly isolated hepatocyte,Rat Rattus norvegicus,6200.0,,,µm^3,6.2000000000000006e-15,,,Other,6200,
114967,Average cell volume,Volume,average cell,Tetrahymena thermophila,15000.0,,,µm^3,1.5000000000000002e-14,,,Cells,15000,
114963,Cell volume,Volume,cell,Tetrahymena pyriformis (GL),15230.0,,,µm^3,1.5230000000000002e-14,,,Cells,15230,"'±1,890"
114965,Cell volume,Volume,cell,Ciliate Tetrahymena pyriformis,17067.0,,,µm^3,1.7067e-14,,,Cells,17067,
114964,Cell volume,Volume,cell,Tetrahymena pyriformis (GL),19500.0,,,µm^3,1.9500000000000002e-14,,,Cells,19500,"'±2,865"
104794,Volume of mesophyll cell in Norway Spruce needles,Volume,mesophyll cell in Norway Spruce needles,Tree Norway Spruce Picea abies,109060.0,,,µm^3,1.0906e-13,,,Cells,109060,'±31028
117325,Cell volume,Volume,cell,Amoeba Proteus,936000.0,,,Î¼m^3,9.36e-13,,,Cells,936000,
101664,Volume of human oocyte,Volume,human oocyte,Human Homo sapiens,3.59,,,nL,3.59e-12,,,Other,3.59,'±0.12
101477,Volume of alveolus,Volume,alveolus,Human Homo sapiens,4200000.0,0.0,4.0,µm^3,4.200000000000001e-12,0.0,4e-18,Other,4200000,"'3,300,000 to 4,800,000 table link - http://bionumbers.hms.harvard.edu/files/Lung%20and%20alveoli.pdf"
106735,Volume of oocyte,Volume,oocyte,African clawed frog Xenopus laevis,1.0,,,Î¼L,1e-09,,,Other,1,
107214,Maximal volume,Volume,maximal,Amoeba Proteus,1.0,,,mm^3,1e-09,,,Other,1,
101564,Nasal mucus volume,Volume,nasal mucus,Mouse Mus musculus,3.0,,,mm^3,3.0000000000000004e-09,,,Other,3,
101574,Nasal mucus volume,Volume,nasal mucus,Mouse Mus musculus,3.0,,,mm^3,3.0000000000000004e-09,,,Other,3,
111174,Egg volume,Volume,egg,Fruit fly Drosophila melanogaster,9.02,,,mm^3,9.02e-09,,,Other,9.02,'±0.14
103192,Neocortex ventricular volume,Volume,neocortex ventricular,Human Homo sapiens,16.9,,,cm^3,1.6899999999999997e-05,,,Other,16.9,
103189,Volume of the archicortex,Volume,the archicortex,Human Homo sapiens,38.3,,,cm^3,3.8299999999999996e-05,,,Other,38.3,
103191,Volume of central grey area in neocortex,Volume,central grey area in neocortex,Human Homo sapiens,41.5,,,cm^3,4.15e-05,,,Other,41.5,
103937,Cervical tumor volume,Volume,cervical tumor,Human Homo sapiens,61.5,,,cm^3,6.149999999999999e-05,,,Other,61.5,
103178,Volume of cerebellum,Volume,cerebellum,Human Homo sapiens,124.8,,,cm^3,0.0001248,,,Other,124.8,
105589,Volume of a C3 plant leaf (with area of 1m^2),Volume,a C3 plant leaf (with area of 1m^2),Plants,0.0003,,,m^3,0.0003,,,Other,0.0003,
103190,Volume of White matter in neocortex,Volume,White matter in neocortex,Human Homo sapiens,451.0,,,cm^3,0.00045099999999999996,,,Other,451,
103188,Volume of the neocortex,Volume,the neocortex,Human Homo sapiens,489.0,,,cm^3,0.000489,,,Other,489,
116113,Adult human tidal volume,Volume,adult human tidal,Human Homo sapiens,500.0,300.0,700.0,ml,0.0005,0.0003,0.0007,Other,500,'300-700
105104,Volume of egg,Volume,egg,Ostrich Struthio camelus,1338.0,,,cm^3,0.001338,,,Other,1338,
117299,SAR11 cell volume,Volume,sar11 cell,Alphaproteobacteria,0.074,,,cubic micrometers,0.074,,,Cells,0.074,
104738,Envelope volume,Volume,envelope,Bacteria Escherichia coli,0.14,0.09,0.27,fL or µm^3,0.14,0.09,0.27,Cell organelles,0.14,"'0.09 to 0.27, dependent on growth doubling time, ranging from 150 to 20 min."
117298,Prochlorococcus cell volume,Volume,prochlorococcus cell,Cyanobacteria,0.28,,,cubic micrometers,0.28,,,Cells,0.28,
106738,Volume of cell,Volume,cell,Mammalian tissue culture cell,1.0,,,pL,1.0,,,Cells,1,
112053,Brain volume,Volume,brain,Human Homo sapiens,1.5,,,liter,1.5,,,Other,1.5,
112806,Specific cell volume,Volume,specific cell,Budding yeast Saccharomyces cerevisiae,1.7,,,ml/gDW,1.7,,,Cells,1.7,
108136,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,1.77,,,Î¼l/mg dry weight,1.77,,,Cells,1.77,
111353,Specific cell volume,Volume,specific cell,Budding yeast Saccharomyces cerevisiae,2.0,1.0,2.0,ml/g,2.0,1.0,2.0,Cells,2,'1-2
108132,Specific cell volume,Volume,specific cell,Fungi Cephalosporium acremonium,2.0,,,Î¼l/mg,2.0,,,Cells,2,
108979,Volume of NIH 3T3 fibroblasts not expressing the ras oncogene,Volume,NIH 3T3 fibroblasts not expressing the ras oncogene,Mouse Mus musculus,2.04,,,pL,2.04,,,Other,2.04,'±0.1
108135,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,2.78,,,Î¼l/mg,2.78,,,Cells,2.78,
109011,Volume of chloroplast occupied by starch,Volume,chloroplast occupied by starch,Thale cress Arabidopsis thaliana,15.0,,,%,15.0,,,Cell organelles,15,
101423,"Volume of egg, from N2 worms grown at 24ËC",Volume,"egg, from N2 worms grown at 24ËC",Nematode Caenorhabditis elegans,31.0,,,pL,31.0,,,Other,31,'4
101662,Volume of Mouse blastomere at two-cell stage,Volume,Mouse blastomere at two-cell stage,Mouse Mus musculus,56.0,,,pL,56.0,,,Cells,56,'±5
109718,Human body mean volume,Volume,human body mean,Human Homo sapiens,65.22,,,Liters,65.22,,,Other,65.22,
105094,Volume of cell occupied by water,Volume,cell occupied by water,Budding yeast Saccharomyces cerevisiae,68.0,,,%,68.0,,,Cells,68,
107308,Volume of mesangial cell,Volume,mesangial cell,Rat Rattus norvegicus,3137.4,,,fL,3137.4,,,Cells,3137.4,'±62.1
112450,Volume of today's oceans is circulated through hydrothermal vents about once every,Volume,today's oceans is circulated through hydrothermal vents about once every,Biosphere,100000.0,,,years,100000.0,,,Other,100000,
112496,Alpha motor neuron volume,Volume,alpha motor neuron,Mouse Mus musculus,,0.0,10.0,µm^3,,0.0,1e-17,Other,,"'most cells >10,000µm^3: remaining cells 5,000-10,000µm^3"
111631,Volume of nanobacteria,Volume,nanobacteria,bacteria,,0.008,0.014,µm^3,,8.000000000000001e-21,1.4e-20,Cells,,'0.008 - 0.014 marine actinobacteria 0.013
111632,Volume of nanoarchaea,Volume,nanoarchaea,Archaeal Richmond Mine acidophilic nanoorganisms (ARMAN),,0.009,0.04,µm^3,,9e-21,4.0000000000000004e-20,Other,,'0.009 - 0.04 (mean from primary source 0.03±0.01µm^3)
100003,Cell volume,Volume,cell,Bacteria Escherichia coli,,0.1,3.5,Î¼m^3,,1.0000000000000001e-19,3.5e-18,Cells,,'0.1-3.5
104801,Volume of mitochondrion,Volume,mitochondrion,Spinach Spinacia oleracea,,0.1,1.6,Î¼m^3,,1.0000000000000001e-19,1.6000000000000002e-18,Other,,'0.1-1.6
103704,Diploid cell volume,Volume,diploid cell,Budding yeast Saccharomyces cerevisiae,,26.0,74.0,Î¼m^3,,2.6000000000000003e-17,7.400000000000001e-17,Cells,,'26-74
117327,Cell volume,Volume,cell,Algae Ochromonas sp.,,70.0,250.0,Î¼m^3,,7e-17,2.5e-16,Cells,,'70 - 250
107971,Volume of dinoflagellate species analyzed,Volume,dinoflagellate species analyzed,Protists,,180.0,279.0,Î¼m^3,,1.8000000000000002e-16,2.79e-16,Other,,"'180 to 279,000 Table link - http://bionumbers.hms.harvard.edu/files/Linear%20dimensions%20and%20volume%2C%20C%20and%20N%20quota%2C%20density%20%2C%20and%20C-N%20ratios%20of%20dinoflagellate%20species%20analyzed%20in%20this%20study.pdf"
102635,Volume of marker taken up by a dendritic cell,Volume,marker taken up by a dendritic cell,Human Homo sapiens,,1000.0,1500.0,µm^3,,1e-15,1.5000000000000001e-15,Cells,,'1000-1500
103719,HeLa cell volume,Volume,hela cell,Human Homo sapiens,,4400.0,5000.0,µm^3,,4.4000000000000005e-15,5e-15,Cells,,'4400-5000 table link - http://bionumbers.hms.harvard.edu/files/Comparison%20of%20the%20values%20for%20mean%20cell%20volume%20obtained%20by%20different%20methods.pdf
107438,Cytosol volume,Volume,cytosol,Wheat Triticum aestivum,,10.0,12.0,Î¼L,,1e-08,1.2000000000000002e-08,Other,,'10 to 12
103938,Brain tumor volume,Volume,brain tumor,Human Homo sapiens,,22.0,85.0,cm^3,,2.2e-05,8.499999999999999e-05,Other,,'22-85
111314,Volume of ileal effluent which passes daily through the ileocaecal valve,Volume,ileal effluent which passes daily through the ileocaecal valve,Human Homo sapiens,,1.5,2.0,litres,,1.5,2.0,Other,,'1.5 - 2
117319,Rumen volume,Volume,rumen,Cow Bos Taurus,,150.0,200.0,Liters,,150.0,200.0,Other,,'150 - 200
101691,Volume of bacterium,Volume,bacterium,Mycobacterium tuberculosis,,,,µm^3,,,,Other,,'~8.4
103241,Amino Acid volume,Volume,amino acid,Generic,,,,Å^3,,,,Small molecules & proteins,,'Data base link - http://jenalib.leibniz-fli.de/IMAGE_AA.html
103698,"Polyploid cell diameter, surface area and volume",Volume,"polyploid cell diameter, surface area and",Budding yeast Saccharomyces cerevisiae,,,,,,,,Cells,,'Table link - http://tinyurl.com/d8ydxn
104616,Volume of hepatocyte,Volume,hepatocyte,Rat Rattus norvegicus,,,,Î¼m^3,,,,Other,,"'~7,000"
105776,Volume of dictyosome (Golgi apparatus),Volume,dictyosome (Golgi apparatus),Plants,,,,µm^3,,,,Cell organelles,,'0.03 epidermal cells and pollen tubes: 0.3 root cap cells
106314,"Volume of mouse leukemic lymphoblast cell, L5178Y",Volume,"mouse leukemic lymphoblast cell, L5178Y",Mammalian tissue culture cell,,,,µm^3,,,,Cells,,'1112.4±9.2 by cytocrit method 1290.6±15.6 from a Coulter particle counter
106320,Volume of neuron in fetus of different ages,Volume,neuron in fetus of different ages,Human Homo sapiens,,,,Î¼m^3,,,,Other,,'160.78 at 14 Weeks of Gestation: 422.04 at 5 months of gestation
106321,Volume of glia cell in fetus of different ages,Volume,glia cell in fetus of different ages,Human Homo sapiens,,,,Î¼m^3,,,,Cells,,'43.21 at 14 Weeks of Gestation: 123.47 at 5 months of gestation
106387,"Volume of cell in exponential growth (t0), early stationary phase (t1) and late stationary phase (t2)",Volume,"cell in exponential growth (t0), early stationary phase (t1) and late stationary phase (t2)",Bacteria Bacillus subtilis,,,,µm^3,,,,Cells,,'t0 1.13: t1 0.62: t2 0.85 Table link - http://bionumbers.hms.harvard.edu/files/Volume%20of%20B.%20subtilis%20and%20S.%20aureus.pdf
106388,"Volume of cell in exponential growth (t0), early stationary phase (t1) and late stationary phase (t2)",Volume,"cell in exponential growth (t0), early stationary phase (t1) and late stationary phase (t2)",Bacteria Staphylococcus aureus,,,,µm^3,,,,Cells,,'t0 0.33: t1 0.23: t2 0.23 Table link - http://bionumbers.hms.harvard.edu/files/Volume%20of%20B.%20subtilis%20and%20S.%20aureus.pdf
106638,Volume of sperm cell,Volume,sperm cell,Cow Bos Taurus,,,,Î¼m^3,,,,Cells,,'25Î¼m^3 with glycerol: 26Î¼m^3 without glycerol
107417,Volume of cell,Volume,cell,Bacteria (fam. Halomonadaceae) GFAJ-1,,,,Î¼m^3,,,,Cells,,'Under +As/- P ~2.5±0.4: Under -As/+ P ~1.5±0.5
107668,Volume of fat cell,Volume,fat cell,Human Homo sapiens,,,,1000ÑÎ¼m^3,,,,Cells,,'469±61 omental: 660±66 subcutaneous
107883,Volume of residues buried in subunit interfaces,Volume,residues buried in subunit interfaces,Mammals,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20of%20residues%20buried%20in%20subunit%20interfaces.pdf
108088,Volume of U2OS (human osteosarcoma U2OS cell line) cell,Volume,U2OS (human osteosarcoma U2OS cell line) cell,Human Homo sapiens,,,,Î¼m^3,,,,Cells,,"'~4,000"
108128,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,,,,Î¼l/mg cell dry weight,,,,Cells,,'~1.3
108243,Volume of cardiomyocyte,Volume,cardiomyocyte,Rat Rattus norvegicus,,,,Î¼m^3,,,,Other,,'15.6±0.5Ñ10^3
108545,Volume of chloroplast at an external osmotic pressure of 0.7 MPa,Volume,chloroplast at an external osmotic pressure of 0.7 MPa,Pea Pisum sativum,,,,Î¼m^3,,,,DNA/RNA structures,,'29 when isolated in light: 35 when isolated in dark
108843,Volume of brain tissue cell,Volume,brain tissue cell,Mouse Mus musculus,,,,Liter,,,,Tissues & organs,,'1.6±0.4x10^-14
109327,Volume of brain,Volume,brain,Bee Apis mellifera,,,,mm^3,,,,Other,,'~1
109397,Mitochondria volume,Volume,mitochondria,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cell organelles,,'Haploid strain 0.16: Diploid strain 0.14
110352,Volume of water explored by a 0.4µmâdiameter cell by Brownian diffusion (non-motile cell),Volume,water explored by a 0.4µmâdiameter cell by Brownian diffusion (non-motile cell),Microbes,,,,µm^3,,,,Cells,,'45 pl (a ~35µm cube) of seawater in 10 min: 80 nl (a ~430µm cube) in a day
110353,Volume of water explored by a microbe randomly swimming at 50 µm/s,Volume,water explored by a microbe randomly swimming at 50 µm/s,Microbes,,,,,,,,Other,,'0.5 µl (a ~0.8mm cube) of new water every 10 min and 0.8 ml (a ~1 cm cube) every day
111086,Volume of typical presynaptic varicosity,Volume,typical presynaptic varicosity,Rat Rattus norvegicus,,,,fL,,,,Other,,'~1
111216,Enterocyte volume,Volume,enterocyte,Human Homo sapiens,,,,µm^3,,,,Other,,"'~1,400"
111431,Average cell volume,Volume,average cell,Dinoflagellate Gyrodinium dorsum,,,,µm^3,,,,Cells,,"'~13,000"
111543,Volume of ribosome,Volume,ribosome,Various,,,,Å^3,,,,Cell organelles,,'S. cerevisiae ~4.34×10^6Å^3: E. coli ~3.4×10^6Å^3
111773,Oocyte volume,Volume,oocyte,Mouse Mus musculus,,,,pL,,,,Other,,'~300
111978,Average cell volume,Volume,average cell,Budding yeast Saccharomyces cerevisiae,,,,µm^3,,,,Cells,,'untreated cells 86±2: rapamycin treated cells 130±7
112095,"Volume of CYP3A4 [Cytochrome P450 3A4] active site, unliganded",Volume,"CYP3A4 [Cytochrome P450 3A4] active site, unliganded",Human Homo sapiens,,,,Å^3,,,,Other,,'~520
112112,"Volume of neuron soma, nucleus & nucleolus",Volume,"neuron soma, nucleus & nucleolus",Guinea Pig Cavia porcellus,,,,µm^3,,,,Nuclei,,"'cell body 12,260µm^3: nucleus 1,660µm^3: nucleolus 25.6µm^3"
113048,Plasma volume,Volume,plasma,vertebrates,,,,% of body weight,,,,Other,,'marine birds ~5%-7%: terrestrial birds 3%-5%: usual range in mammals ~5%
